target_id	length	eff_length	est_counts	tpm
TRINITY_DN2007_c0_g1_i1	1746	1565.14	742	478.113
TRINITY_DN2090_c0_g1_i1	1620	1439.14	105	73.5811
TRINITY_DN2032_c0_g1_i1	1612	1431.14	166	116.978
TRINITY_DN2016_c0_g1_i1	2357	2176.14	108	50.0515
TRINITY_DN2081_c0_g1_i1	1454	1273.14	127	100.602
TRINITY_DN2050_c0_g1_i1	2162	1981.14	262	133.372
TRINITY_DN2038_c0_g1_i1	3080	2899.14	516	179.498
TRINITY_DN2053_c0_g1_i1	1034	853.14	143	169.042
TRINITY_DN2029_c0_g1_i1	1707	1526.14	423	279.528
TRINITY_DN2057_c0_g1_i1	2644	2463.14	245	100.313
TRINITY_DN2097_c0_g1_i1	1682	1501.14	1219	818.959
TRINITY_DN2025_c0_g1_i1	1199	1018.14	44	43.5838
TRINITY_DN2049_c0_g1_i1	5253	5072.14	469	93.2527
TRINITY_DN2033_c0_g1_i1	2173	1992.14	322	163.011
TRINITY_DN2080_c0_g1_i1	1799	1618.14	1084	675.605
TRINITY_DN2017_c0_g1_i1	1840	1659.14	1051	638.851
TRINITY_DN2070_c0_g1_i1	1642	1461.14	316	218.11
TRINITY_DN2043_c0_g1_i1	1111	930.14	204	221.188
TRINITY_DN2042_c0_g1_i1	2840	2659.14	294	111.503
TRINITY_DN2052_c0_g1_i1	3359	3178.14	214	67.9079
TRINITY_DN2072_c0_g1_i1	4247	4066.14	195	48.3651
TRINITY_DN2088_c0_g1_i1	861	680.14	40	59.3119
TRINITY_DN2085_c0_g1_i1	1467	1286.14	171	134.087
TRINITY_DN2028_c0_g1_i1	758	577.14	101	176.49
TRINITY_DN2015_c0_g1_i1	683	502.14	42	84.3537
TRINITY_DN2002_c0_g1_i1	736	555.14	37	67.217
TRINITY_DN2040_c0_g1_i1	2352	2171.14	143	66.4245
TRINITY_DN2071_c0_g1_i1	1634	1453.14	160	111.043
TRINITY_DN2026_c0_g1_i1	2893	2712.14	223	82.9225
TRINITY_DN2151_c0_g1_i1	1660	1479.14	149	101.591
TRINITY_DN2128_c0_g1_i1	1909	1728.14	792	462.196
TRINITY_DN2112_c0_g1_i1	1278	1097.14	1327	1219.8
TRINITY_DN2122_c0_g1_i1	4390	4209.14	269	64.4523
TRINITY_DN2152_c0_g1_i1	958	777.14	185	240.078
TRINITY_DN2175_c0_g1_i1	2185	2004.14	144	72.4627
TRINITY_DN2149_c0_g1_i1	1709	1528.14	182	120.112
TRINITY_DN2194_c0_g1_i1	2107	1926.14	1513	792.193
TRINITY_DN2161_c0_g1_i1	1998	1817.14	147	81.5847
TRINITY_DN2181_c0_g1_i1	1487	1306.14	139	107.326
TRINITY_DN2100_c0_g1_i1	1557	1376.14	1139	834.72
TRINITY_DN2171_c0_g1_i1	1281	1100.14	141	129.256
TRINITY_DN2197_c0_g1_i1	758	577.14	65	113.583
TRINITY_DN2124_c0_g1_i1	1154	973.14	59	61.1444
TRINITY_DN2178_c0_g1_i1	1717	1536.14	543	356.491
TRINITY_DN2114_c0_g1_i1	3584	3403.14	418	123.873
TRINITY_DN2145_c0_g1_i1	1230	1049.14	140	134.578
TRINITY_DN2143_c0_g1_i1	1729	1548.14	84	54.7203
TRINITY_DN2187_c0_g1_i1	990	809.14	199	248.033
TRINITY_DN2191_c0_g1_i1	2141	1960.14	95	48.8783
TRINITY_DN2188_c0_g1_i1	4537	4356.14	1794	415.337
TRINITY_DN2102_c0_g1_i1	1127	946.14	85	90.6032
TRINITY_DN2158_c0_g1_i1	651	470.14	49	105.111
TRINITY_DN2117_c0_g1_i1	2681	2500.14	370	149.251
TRINITY_DN2196_c0_g1_i1	898	717.14	51	71.721
TRINITY_DN2153_c0_g1_i1	1064	883.14	51	58.2399
TRINITY_DN2105_c0_g1_i1	925	744.14	252	341.528
TRINITY_DN2164_c0_g1_i1	699	518.14	134	260.818
TRINITY_DN2150_c0_g1_i1	3472	3291.14	429	131.459
TRINITY_DN2193_c0_g1_i1	1238	1057.14	51	48.6539
TRINITY_DN2103_c0_g1_i1	974	793.14	50	63.577
TRINITY_DN2148_c0_g1_i1	2884	2703.14	187	69.7675
TRINITY_DN2198_c0_g1_i1	1044	863.14	36	42.0631
TRINITY_DN2160_c0_g1_i1	1529	1348.14	70	52.3652
TRINITY_DN2179_c0_g1_i1	1181	1000.14	41	41.3431
TRINITY_DN2140_c0_g1_i1	994	813.14	284	352.235
TRINITY_DN2189_c0_g1_i1	1651	1470.14	297	203.741
TRINITY_DN2104_c0_g1_i1	1286	1105.14	52	47.4532
TRINITY_DN2108_c0_g1_i1	3020	2839.14	172	61.0972
TRINITY_DN2167_c0_g1_i1	1082	901.14	71	79.4595
TRINITY_DN2177_c0_g1_i1	2287	2106.14	197	94.3319
TRINITY_DN2162_c0_g1_i1	801	620.14	40	65.0504
TRINITY_DN2146_c0_g1_i1	2269	2088.14	104	50.2289
TRINITY_DN2118_c0_g1_i1	1373	1192.14	80	67.6772
TRINITY_DN2101_c0_g1_i1	3871	3690.14	575	157.147
TRINITY_DN2109_c0_g1_i1	2183	2002.14	454	228.687
TRINITY_DN2123_c0_g1_i1	571	390.14	39	100.815
TRINITY_DN2119_c0_g1_i1	1460	1279.14	125	98.5534
TRINITY_DN2106_c0_g1_i1	3718	3537.14	211	60.1603
TRINITY_DN2136_c0_g1_i1	1019	838.14	141	169.661
TRINITY_DN2186_c0_g1_i1	1133	952.14	73	77.3218
TRINITY_DN2127_c0_g1_i1	1828	1647.14	130	79.5963
TRINITY_DN2137_c0_g1_i1	1614	1433.14	125	87.9632
TRINITY_DN2169_c0_g1_i1	1783	1602.14	177	111.417
TRINITY_DN2176_c0_g1_i1	1428	1247.14	120	97.0389
TRINITY_DN2113_c0_g1_i1	992	811.14	63	78.3294
TRINITY_DN2192_c0_g1_i1	7297	7116.14	625	88.5758
TRINITY_DN2141_c0_g1_i1	877	696.14	50	72.4358
TRINITY_DN2134_c0_g1_i1	1749	1568.14	447	287.477
TRINITY_DN2156_c0_g1_i1	1497	1316.14	111	85.0552
TRINITY_DN2168_c0_g1_i1	2340	2159.14	374	174.691
TRINITY_DN2172_c0_g1_i1	2744	2563.14	281	110.564
TRINITY_DN2195_c0_g1_i1	1434	1253.14	181	145.666
TRINITY_DN2107_c0_g1_i1	807	626.14	38	61.2057
TRINITY_DN2183_c0_g1_i1	1067	886.14	87	99.014
TRINITY_DN2138_c0_g1_i1	941	760.14	57	75.6243
TRINITY_DN2125_c0_g1_i1	2474	2293.14	725	318.851
TRINITY_DN2199_c0_g1_i1	2429	2248.14	525	235.513
TRINITY_DN2130_c0_g1_i1	2003	1822.14	263	145.564
TRINITY_DN2190_c0_g1_i1	1845	1664.14	383	232.107
TRINITY_DN2155_c0_g1_i1	1552	1371.14	136	100.032
TRINITY_DN2111_c0_g1_i1	1515	1334.14	179	135.31
TRINITY_DN2166_c0_g1_i1	1746	1565.14	268	172.688
TRINITY_DN2126_c0_g1_i1	2100	1919.14	1665	874.958
TRINITY_DN2147_c0_g1_i1	1154	973.14	129	133.689
TRINITY_DN2132_c0_g1_i1	885	704.14	79	113.148
TRINITY_DN2174_c0_g1_i1	696	515.14	181	354.351
TRINITY_DN2184_c0_g1_i1	1330	1149.14	70	61.4335
TRINITY_DN2142_c0_g1_i1	2278	2097.14	455	218.808
TRINITY_DN2120_c0_g1_i1	2707	2526.14	272	108.59
TRINITY_DN2129_c0_g1_i1	822	641.14	41	64.4927
TRINITY_DN2163_c0_g1_i1	1562	1381.14	60	43.812
TRINITY_DN2139_c0_g1_i1	1022	841.14	239	286.556
TRINITY_DN2159_c0_g1_i1	1374	1193.14	79	66.7752
TRINITY_DN2173_c0_g1_i1	959	778.14	47	60.9144
TRINITY_DN2110_c0_g1_i1	831	650.14	43	66.7024
TRINITY_DN2115_c0_g1_i1	1667	1486.14	214	145.222
TRINITY_DN2182_c0_g1_i1	1983	1802.14	646	361.513
TRINITY_DN2185_c0_g1_i1	2537	2356.14	357	152.808
TRINITY_DN2157_c0_g1_i1	1423	1242.14	72	58.4577
TRINITY_DN2154_c0_g1_i1	1099	918.14	312	342.709
TRINITY_DN2131_c0_g1_i1	616	435.14	26	60.2593
TRINITY_DN2135_c0_g1_i1	2608	2427.14	832	345.707
TRINITY_DN2116_c0_g1_i1	587	406.14	43	106.776
TRINITY_DN2144_c0_g1_i1	1924	1743.14	302	174.725
TRINITY_DN2133_c0_g1_i1	1494	1313.14	85	65.2811
TRINITY_DN2121_c0_g1_i1	2594	2413.14	944	394.52
TRINITY_DN2170_c0_g1_i1	1833	1652.14	142	86.6805
TRINITY_DN2165_c0_g1_i1	1130	949.14	387	411.207
TRINITY_DN2180_c0_g1_i1	718	537.14	38	71.347
TRINITY_DN2255_c0_g1_i1	835	654.14	38	58.5858
TRINITY_DN2275_c0_g1_i1	1316	1135.14	100	88.8445
TRINITY_DN2205_c0_g1_i1	958	777.14	283	367.254
TRINITY_DN2279_c0_g1_i1	1095	914.14	118	130.181
TRINITY_DN2220_c0_g1_i1	1978	1797.14	473	265.436
TRINITY_DN2242_c0_g1_i1	1141	960.14	111	116.592
TRINITY_DN2230_c0_g1_i1	1151	970.14	105	109.153
TRINITY_DN2221_c0_g1_i1	1795	1614.14	200	124.959
TRINITY_DN2296_c0_g1_i1	2872	2691.14	165	61.834
TRINITY_DN2293_c0_g1_i1	1806	1625.14	68	42.1986
TRINITY_DN2225_c0_g1_i1	1884	1703.14	216	127.904
TRINITY_DN2276_c0_g1_i1	705	524.14	34	65.4201
TRINITY_DN2285_c0_g1_i1	3394	3213.14	8615	2703.99
TRINITY_DN2227_c0_g1_i1	1369	1188.14	483	409.977
TRINITY_DN2288_c0_g1_i1	1751	1570.14	118	75.792
TRINITY_DN2267_c0_g1_i1	2083	1902.14	101	53.5499
TRINITY_DN2297_c0_g1_i1	1161	980.14	64	65.8524
TRINITY_DN2217_c0_g1_i1	2763	2582.14	347	135.528
TRINITY_DN2201_c0_g1_i1	516	335.14	21	63.1936
TRINITY_DN2295_c0_g1_i1	2372	2191.14	2265	1042.5
TRINITY_DN2257_c0_g1_i1	761	580.14	172	299.003
TRINITY_DN2228_c0_g1_i1	1034	853.14	77	91.0228
TRINITY_DN2203_c0_g1_i1	513	332.14	31	94.1283
TRINITY_DN2299_c0_g1_i1	1248	1067.14	106	100.176
TRINITY_DN2294_c0_g1_i1	990	809.14	45	56.0878
TRINITY_DN2259_c0_g1_i1	563	382.14	21	55.4213
TRINITY_DN2260_c0_g1_i1	1715	1534.14	448	294.505
TRINITY_DN2219_c0_g1_i1	569	388.14	21	54.5646
TRINITY_DN2277_c0_g1_i1	930	749.14	101	135.968
TRINITY_DN2243_c0_g1_i1	2492	2311.14	269	117.383
TRINITY_DN2249_c0_g1_i1	1499	1318.14	79	60.4429
TRINITY_DN2206_c0_g1_i1	2922	2741.14	268	98.6015
TRINITY_DN2248_c0_g1_i1	2003	1822.14	537	297.216
TRINITY_DN2266_c0_g1_i1	2798	2617.14	343	132.174
TRINITY_DN2282_c0_g1_i1	2072	1891.14	145	77.3257
TRINITY_DN2247_c0_g1_i1	714	533.14	22	41.6161
TRINITY_DN2298_c0_g1_i1	2494	2313.14	154	67.1427
TRINITY_DN2281_c0_g1_i1	1349	1168.14	795	686.36
TRINITY_DN2254_c0_g1_i1	1241	1060.14	153	145.549
TRINITY_DN2252_c0_g1_i1	1542	1361.14	489	362.315
TRINITY_DN2239_c0_g1_i1	2493	2312.14	102	44.4904
TRINITY_DN2232_c0_g1_i1	1355	1174.14	119	102.213
TRINITY_DN2210_c0_g1_i1	3624	3443.14	833	243.989
TRINITY_DN2208_c0_g1_i1	2238	2057.14	272	133.347
TRINITY_DN2258_c0_g1_i1	2606	2425.14	244	101.469
TRINITY_DN2209_c0_g1_i1	1205	1024.14	118	116.199
TRINITY_DN2204_c0_g1_i1	825	644.14	62	97.0714
TRINITY_DN2272_c0_g1_i1	536	355.14	17	48.2758
TRINITY_DN2268_c0_g1_i1	799	618.14	112	182.73
TRINITY_DN2251_c0_g1_i1	2261	2080.14	1222	592.459
TRINITY_DN2292_c0_g1_i1	1413	1232.14	171	139.964
TRINITY_DN2245_c0_g1_i1	2947	2766.14	2111	769.651
TRINITY_DN2224_c0_g1_i1	1892	1711.14	98	57.7591
TRINITY_DN2250_c0_g1_i1	3328	3147.14	249	79.7927
TRINITY_DN2237_c0_g1_i1	1734	1553.14	179	116.231
TRINITY_DN2207_c0_g1_i1	735	554.14	29	52.7787
TRINITY_DN2291_c0_g1_i1	583	402.14	43	107.838
TRINITY_DN2287_c0_g1_i1	2196	2015.14	319	159.649
TRINITY_DN2214_c0_g1_i1	3491	3310.14	1905	580.401
TRINITY_DN2213_c0_g1_i1	3157	2976.14	384	130.124
TRINITY_DN2271_c0_g1_i1	877	696.14	58	84.0255
TRINITY_DN2261_c0_g1_i1	1213	1032.14	44	42.9926
TRINITY_DN2241_c0_g1_i1	1568	1387.14	105	76.3394
TRINITY_DN2200_c0_g1_i1	1637	1456.14	321	222.322
TRINITY_DN2229_c0_g1_i1	1309	1128.14	62	55.4254
TRINITY_DN2226_c0_g1_i1	1170	989.14	76	77.4882
TRINITY_DN2234_c0_g1_i1	2002	1821.14	217	120.17
TRINITY_DN2240_c0_g1_i1	3119	2938.14	504	172.997
TRINITY_DN2212_c0_g1_i1	1130	949.14	80	85.004
TRINITY_DN2262_c0_g1_i1	2602	2421.14	1706	710.622
TRINITY_DN2256_c0_g1_i1	981	800.14	127	160.073
TRINITY_DN2211_c0_g1_i1	1985	1804.14	128	71.5516
TRINITY_DN2263_c0_g1_i1	1504	1323.14	122	92.9895
TRINITY_DN2236_c0_g1_i1	1911	1730.14	211	122.993
TRINITY_DN2289_c0_g1_i1	1577	1396.14	70	50.5649
TRINITY_DN2264_c0_g1_i1	2203	2022.14	195	97.253
TRINITY_DN2270_c0_g1_i1	1956	1775.14	103	58.5173
TRINITY_DN2244_c0_g1_i1	1227	1046.14	120	115.683
TRINITY_DN2265_c0_g1_i1	1738	1557.14	112	72.5388
TRINITY_DN2238_c0_g1_i1	1244	1063.14	121	114.782
TRINITY_DN2246_c0_g1_i1	602	421.14	29	69.4467
TRINITY_DN2235_c0_g1_i1	5131	4950.14	2226	453.511
TRINITY_DN2273_c0_g1_i1	665	484.14	44	91.6561
TRINITY_DN2280_c0_g1_i1	1115	934.14	69	74.4933
TRINITY_DN2283_c0_g1_i1	737	556.14	58	105.178
TRINITY_DN2233_c0_g1_i1	2158	1977.14	404	206.074
TRINITY_DN2223_c0_g1_i1	656	475.14	62	131.598
TRINITY_DN2274_c0_g1_i1	1286	1105.14	331	302.058
TRINITY_DN2284_c0_g1_i1	1724	1543.14	183	119.598
TRINITY_DN2202_c0_g1_i1	1340	1159.14	91	79.1745
TRINITY_DN2231_c0_g1_i1	1360	1179.14	41	35.067
TRINITY_DN2253_c0_g1_i1	2085	1904.14	184	97.4538
TRINITY_DN2269_c0_g1_i1	792	611.14	44	72.6092
TRINITY_DN2222_c0_g1_i1	1101	920.14	1273	1395.26
TRINITY_DN2216_c0_g1_i1	2235	2054.14	225	110.467
TRINITY_DN2218_c0_g1_i1	1571	1390.14	151	109.546
TRINITY_DN2215_c0_g1_i1	875	694.14	71	103.155
TRINITY_DN2286_c0_g1_i1	3316	3135.14	386	124.168
TRINITY_DN2278_c0_g1_i1	2734	2553.14	280	110.602
TRINITY_DN2290_c0_g1_i1	4526	4345.14	619	143.67
TRINITY_DN2318_c0_g1_i1	1117	936.14	890	958.802
TRINITY_DN2312_c0_g1_i1	1016	835.14	160	193.215
TRINITY_DN2375_c0_g1_i1	1260	1079.14	115	107.473
TRINITY_DN2301_c0_g1_i1	668	487.14	36	74.5296
TRINITY_DN2315_c0_g1_i1	2332	2151.14	156	73.1368
TRINITY_DN2311_c0_g1_i1	1452	1271.14	922	731.505
TRINITY_DN2331_c0_g1_i1	718	537.14	60	112.653
TRINITY_DN2358_c0_g1_i1	1515	1334.14	208	157.232
TRINITY_DN2380_c0_g1_i1	1759	1578.14	162	103.526
TRINITY_DN2323_c0_g1_i1	3356	3175.14	848	269.347
TRINITY_DN2369_c0_g1_i1	910	729.14	60	82.9889
TRINITY_DN2385_c0_g1_i1	1046	865.14	69	80.4345
TRINITY_DN2313_c0_g1_i1	2421	2240.14	177	79.6852
TRINITY_DN2393_c0_g1_i1	1610	1429.14	196	138.312
TRINITY_DN2303_c0_g1_i1	703	522.14	129	249.162
TRINITY_DN2370_c0_g1_i1	1509	1328.14	114	86.5647
TRINITY_DN2387_c0_g1_i1	2608	2427.14	138	57.3408
TRINITY_DN2386_c0_g1_i1	1178	997.14	111	112.266
TRINITY_DN2340_c0_g1_i1	765	584.14	47	81.1448
TRINITY_DN2344_c0_g1_i1	1012	831.14	961	1166.08
TRINITY_DN2328_c0_g1_i1	1376	1195.14	103	86.9157
TRINITY_DN2336_c0_g1_i1	1360	1179.14	192	164.216
TRINITY_DN2383_c0_g1_i1	1391	1210.14	135	112.507
TRINITY_DN2306_c0_g1_i1	1753	1572.14	434	278.406
TRINITY_DN2353_c0_g1_i1	1255	1074.14	78	73.2341
TRINITY_DN2348_c0_g1_i1	1250	1069.14	90	84.8961
TRINITY_DN2356_c0_g1_i1	1350	1169.14	177	152.682
TRINITY_DN2329_c0_g1_i1	639	458.14	31	68.2407
TRINITY_DN2314_c0_g1_i1	1083	902.14	154	172.158
TRINITY_DN2377_c0_g1_i1	989	808.14	161	200.918
TRINITY_DN2316_c0_g1_i1	1931	1750.14	390	224.735
TRINITY_DN2322_c0_g1_i1	1998	1817.14	497	275.834
TRINITY_DN2341_c0_g1_i1	2969	2788.14	326	117.919
TRINITY_DN2382_c0_g1_i1	1841	1660.14	123	74.7206
TRINITY_DN2390_c0_g1_i1	1898	1717.14	146	85.7486
TRINITY_DN2354_c0_g1_i1	1992	1811.14	329	183.199
TRINITY_DN2359_c0_g1_i1	1351	1170.14	62	53.436
TRINITY_DN2330_c0_g1_i1	2084	1903.14	175	92.7357
TRINITY_DN2349_c0_g1_i1	1414	1233.14	166	135.761
TRINITY_DN2373_c0_g1_i1	2014	1833.14	83	45.6628
TRINITY_DN2371_c0_g1_i1	1039	858.14	52	61.1118
TRINITY_DN2357_c0_g1_i1	1208	1027.14	45	44.1838
TRINITY_DN2335_c0_g1_i1	1946	1765.14	192	109.699
TRINITY_DN2388_c0_g1_i1	2426	2245.14	868	389.903
TRINITY_DN2332_c0_g1_i1	762	581.14	983	1705.9
TRINITY_DN2320_c0_g1_i1	578	397.14	16	40.6309
TRINITY_DN2346_c0_g1_i1	1369	1188.14	160	135.81
TRINITY_DN2391_c0_g1_i1	696	515.14	35	68.5208
TRINITY_DN2355_c0_g1_i1	833	652.14	121	187.122
TRINITY_DN2351_c0_g1_i1	1172	991.14	108	109.893
TRINITY_DN2398_c0_g1_i1	1409	1228.14	83	68.1569
TRINITY_DN2350_c0_g1_i1	1782	1601.14	113	71.1752
TRINITY_DN2374_c0_g1_i1	1767	1586.14	656	417.102
TRINITY_DN2310_c0_g1_i1	604	423.14	54	128.703
TRINITY_DN2334_c0_g1_i1	1628	1447.14	102	71.0836
TRINITY_DN2368_c0_g1_i1	1213	1032.14	66	64.4889
TRINITY_DN2324_c0_g1_i1	581	400.14	62	156.264
TRINITY_DN2378_c0_g1_i1	646	465.14	76	164.782
TRINITY_DN2362_c0_g1_i1	734	553.14	40	72.9298
TRINITY_DN2352_c0_g1_i1	1757	1576.14	316	202.196
TRINITY_DN2372_c0_g1_i1	2469	2288.14	172	75.8099
TRINITY_DN2319_c0_g1_i1	1245	1064.14	54	51.177
TRINITY_DN2307_c0_g1_i1	621	440.14	35	80.1968
TRINITY_DN2304_c0_g1_i1	1194	1013.14	54	53.7532
TRINITY_DN2302_c0_g1_i1	1275	1094.14	167	153.93
TRINITY_DN2343_c0_g1_i1	2085	1904.14	105	55.6122
TRINITY_DN2394_c0_g1_i1	1746	1565.14	1390	895.656
TRINITY_DN2321_c0_g1_i1	581	400.14	22	55.4486
TRINITY_DN2367_c0_g1_i1	2420	2239.14	288	129.715
TRINITY_DN2399_c0_g1_i1	1491	1310.14	370	284.816
TRINITY_DN2366_c0_g1_i1	955	774.14	81	105.523
TRINITY_DN2327_c0_g1_i1	1222	1041.14	137	132.706
TRINITY_DN2305_c0_g1_i1	680	499.14	91	183.865
TRINITY_DN2384_c0_g1_i1	1586	1405.14	398	285.656
TRINITY_DN2397_c0_g1_i1	2278	2097.14	656	315.469
TRINITY_DN2395_c0_g1_i1	1348	1167.14	70	60.486
TRINITY_DN2337_c0_g1_i1	1885	1704.14	96	56.8127
TRINITY_DN2309_c0_g1_i1	1282	1101.14	62	56.7844
TRINITY_DN2392_c0_g1_i1	1978	1797.14	112	62.8515
TRINITY_DN2360_c0_g1_i1	722	541.14	30	55.9103
TRINITY_DN2326_c0_g1_i1	903	722.14	83	115.914
TRINITY_DN2300_c0_g1_i1	1097	916.14	624	686.914
TRINITY_DN2379_c0_g1_i1	1404	1223.14	460	379.281
TRINITY_DN2361_c0_g1_i1	1570	1389.14	165	119.789
TRINITY_DN2381_c0_g1_i1	1746	1565.14	99	63.7914
TRINITY_DN2363_c0_g1_i1	590	409.14	63	155.292
TRINITY_DN2342_c0_g1_i1	1423	1242.14	59	47.9028
TRINITY_DN2325_c0_g1_i1	2714	2533.14	188	74.8477
TRINITY_DN2365_c0_g1_i1	963	782.14	79	101.864
TRINITY_DN2333_c0_g1_i1	1879	1698.14	616	365.836
TRINITY_DN2338_c0_g1_i1	1404	1223.14	318	262.199
TRINITY_DN2347_c0_g1_i1	1713	1532.14	201	132.305
TRINITY_DN2345_c0_g1_i1	1194	1013.14	396	394.19
TRINITY_DN2364_c0_g1_i1	1541	1360.14	130	96.3917
TRINITY_DN2389_c0_g1_i1	550	369.14	27	73.7654
TRINITY_DN2308_c0_g1_i1	2130	1949.14	152	78.6467
TRINITY_DN2339_c0_g1_i1	1553	1372.14	389	285.911
TRINITY_DN2396_c0_g1_i1	1902	1721.14	399	233.796
TRINITY_DN2376_c0_g1_i1	1086	905.14	95	105.849
TRINITY_DN2317_c0_g1_i1	1214	1033.14	547	533.959
TRINITY_DN2400_c0_g1_i1	840	659.14	38	58.1414
TRINITY_DN2471_c0_g1_i1	859	678.14	64	95.1788
TRINITY_DN2467_c0_g1_i1	929	748.14	32	43.1367
TRINITY_DN2461_c0_g1_i1	734	553.14	44	80.2227
TRINITY_DN2484_c0_g1_i1	1729	1548.14	939	611.695
TRINITY_DN2424_c0_g1_i1	1370	1189.14	101	85.6581
TRINITY_DN2417_c0_g1_i1	1978	1797.14	256	143.661
TRINITY_DN2427_c0_g1_i1	1061	880.14	131	150.106
TRINITY_DN2459_c0_g1_i1	661	480.14	48	100.822
TRINITY_DN2498_c0_g1_i1	1037	856.14	140	164.916
TRINITY_DN2476_c0_g1_i1	509	328.14	26	79.9087
TRINITY_DN2425_c0_g1_i1	1159	978.14	71	73.2044
TRINITY_DN2408_c0_g1_i1	3058	2877.14	223	78.167
TRINITY_DN2402_c0_g1_i1	610	429.14	128	300.809
TRINITY_DN2409_c0_g1_i1	1969	1788.14	466	262.824
TRINITY_DN2455_c0_g1_i1	1430	1249.14	105	84.7731
TRINITY_DN2438_c0_g1_i1	1723	1542.14	154	100.711
TRINITY_DN2423_c0_g1_i1	816	635.14	43	68.2777
TRINITY_DN2404_c0_g1_i1	870	689.14	46	67.3178
TRINITY_DN2483_c0_g1_i1	504	323.14	14	43.6935
TRINITY_DN2456_c0_g1_i1	2362	2181.14	160	73.9803
TRINITY_DN2413_c0_g1_i1	792	611.14	49	80.8603
TRINITY_DN2445_c0_g1_i1	1359	1178.14	119	101.866
TRINITY_DN2431_c0_g1_i1	1149	968.14	86	89.586
TRINITY_DN2474_c0_g1_i1	944	763.14	181	239.196
TRINITY_DN2410_c0_g1_i1	1180	999.14	195	196.829
TRINITY_DN2418_c0_g1_i1	829	648.14	40	62.2402
TRINITY_DN2481_c0_g1_i1	1746	1565.14	111	71.5236
TRINITY_DN2403_c0_g1_i1	984	803.14	320	401.826
TRINITY_DN2433_c0_g1_i1	1807	1626.14	585	362.809
TRINITY_DN2435_c0_g1_i1	686	505.14	67	133.765
TRINITY_DN2488_c0_g1_i1	989	808.14	101	126.042
TRINITY_DN2421_c0_g1_i1	3178	2997.14	332	111.715
TRINITY_DN2428_c0_g1_i1	1760	1579.14	1192	761.264
TRINITY_DN2441_c0_g1_i1	745	564.14	134	239.551
TRINITY_DN2422_c0_g1_i1	608	427.14	189	446.243
TRINITY_DN2480_c0_g1_i1	804	623.14	36	58.2635
TRINITY_DN2432_c0_g1_i1	599	418.14	21	50.6498
TRINITY_DN2490_c0_g1_i1	883	702.14	83	119.216
TRINITY_DN2449_c0_g1_i1	1183	1002.14	400	402.542
TRINITY_DN2475_c0_g1_i1	2656	2475.14	357	145.462
TRINITY_DN2443_c0_g1_i1	536	355.14	27	76.6733
TRINITY_DN2487_c0_g1_i1	803	622.14	206	333.933
TRINITY_DN2416_c0_g1_i1	848	667.14	52	78.6079
TRINITY_DN2426_c0_g1_i1	2745	2564.14	1167	458.996
TRINITY_DN2430_c0_g1_i1	1305	1124.14	84	75.3596
TRINITY_DN2429_c0_g1_i1	1140	959.14	109	114.61
TRINITY_DN2466_c0_g1_i1	700	519.14	110	213.692
TRINITY_DN2460_c0_g1_i1	736	555.14	46	83.5671
TRINITY_DN2453_c0_g1_i1	1117	936.14	481	518.184
TRINITY_DN2448_c0_g1_i1	1143	962.14	93	97.482
TRINITY_DN2458_c0_g1_i1	997	816.14	152	187.827
TRINITY_DN2499_c0_g1_i1	1041	860.14	469	549.9
TRINITY_DN2457_c0_g1_i1	2281	2100.14	419	201.208
TRINITY_DN2405_c0_g1_i1	928	747.14	30	40.4948
TRINITY_DN2472_c0_g1_i1	849	668.14	39	58.8677
TRINITY_DN2465_c0_g1_i1	1359	1178.14	100	85.6018
TRINITY_DN2446_c0_g1_i1	900	719.14	181	253.831
TRINITY_DN2442_c0_g1_i1	594	413.14	23	56.1449
TRINITY_DN2479_c0_g1_i1	1089	908.14	82	91.0628
TRINITY_DN2440_c0_g1_i1	2734	2553.14	511	201.849
TRINITY_DN2468_c0_g1_i1	2092	1911.14	129	68.0733
TRINITY_DN2420_c0_g1_i1	627	446.14	18	40.6894
TRINITY_DN2415_c0_g1_i1	988	807.14	47	58.7258
TRINITY_DN2447_c0_g1_i1	2025	1844.14	142	77.6559
TRINITY_DN2452_c0_g1_i1	2100	1919.14	84	44.142
TRINITY_DN2485_c0_g1_i1	777	596.14	211	356.955
TRINITY_DN2486_c0_g1_i1	765	584.14	39	67.3329
TRINITY_DN2437_c0_g1_i1	1625	1444.14	163	113.83
TRINITY_DN2469_c0_g1_i1	989	808.14	58	72.3804
TRINITY_DN2419_c0_g1_i1	1662	1481.14	295	200.866
TRINITY_DN2434_c0_g1_i1	753	572.14	54	95.1856
TRINITY_DN2462_c0_g1_i1	712	531.14	27	51.2666
TRINITY_DN2414_c0_g1_i1	2477	2296.14	114	50.071
TRINITY_DN2495_c0_g1_i1	1020	839.14	172	206.716
TRINITY_DN2439_c0_g1_i1	1222	1041.14	53	51.3389
TRINITY_DN2411_c0_g1_i1	1283	1102.14	91	83.2692
TRINITY_DN2450_c0_g1_i1	708	527.14	28	53.5688
TRINITY_DN2482_c0_g1_i1	931	750.14	142	190.909
TRINITY_DN2492_c0_g1_i1	1886	1705.14	254	150.229
TRINITY_DN2454_c0_g1_i1	2425	2244.14	562	252.561
TRINITY_DN2407_c0_g1_i1	995	814.14	85	105.293
TRINITY_DN2463_c0_g1_i1	2660	2479.14	363	147.668
TRINITY_DN2436_c0_g1_i1	1839	1658.14	518	315.056
