name,tpm_kallisto,count_kallisto,tpm_rsem,count_rsem
TRINITY_DN2382_c0_g1_i1,74.7206,123.0,76.51,99.0
TRINITY_DN2390_c0_g1_i1,85.7486,146.0,91.16,122.0
TRINITY_DN2354_c0_g1_i1,183.199,329.0,184.91,261.0
TRINITY_DN2359_c0_g1_i1,53.43600000000001,62.0,53.68,49.0
TRINITY_DN2330_c0_g1_i1,92.7357,175.0,86.98,129.0
TRINITY_DN2349_c0_g1_i1,135.761,166.0,137.24,132.0
TRINITY_DN2373_c0_g1_i1,45.6628,83.0,44.8,64.0
TRINITY_DN2371_c0_g1_i1,61.1118,52.0,59.69,40.0
TRINITY_DN2357_c0_g1_i1,44.1838,45.0,42.42,34.0
TRINITY_DN2335_c0_g1_i1,109.699,192.0,113.4,156.0
TRINITY_DN2388_c0_g1_i1,389.903,868.0,396.77,694.0
TRINITY_DN2332_c0_g1_i1,1705.9,983.0,1733.29,788.0
TRINITY_DN2320_c0_g1_i1,40.6309,16.0,38.53,12.0
TRINITY_DN2346_c0_g1_i1,135.81,160.0,130.55,121.0
TRINITY_DN2391_c0_g1_i1,68.5208,35.0,66.95,27.0
TRINITY_DN2355_c0_g1_i1,187.122,121.0,196.13,100.0
TRINITY_DN2351_c0_g1_i1,109.893,108.0,108.59,84.0
TRINITY_DN2398_c0_g1_i1,68.1569,83.0,70.98,68.0
TRINITY_DN2350_c0_g1_i1,71.1752,113.0,68.1,85.0
TRINITY_DN2374_c0_g1_i1,417.102,656.0,431.07,533.0
TRINITY_DN2310_c0_g1_i1,128.703,54.0,111.54,37.0
TRINITY_DN2334_c0_g1_i1,71.0836,102.0,75.33,85.0
TRINITY_DN2368_c0_g1_i1,64.4889,66.0,65.8,53.0
TRINITY_DN2324_c0_g1_i1,156.264,62.0,181.63,57.0
TRINITY_DN2378_c0_g1_i1,164.782,76.0,172.89,63.0
TRINITY_DN2362_c0_g1_i1,72.9298,40.0,87.79,38.0
TRINITY_DN2352_c0_g1_i1,202.196,316.0,201.84,248.0
TRINITY_DN2372_c0_g1_i1,75.8099,172.0,77.98,139.0
TRINITY_DN2319_c0_g1_i1,51.177,54.0,52.99,44.0
TRINITY_DN2307_c0_g1_i1,80.1968,35.0,81.17,28.0
TRINITY_DN2304_c0_g1_i1,53.7532,54.0,53.12,42.0
TRINITY_DN2302_c0_g1_i1,153.93,167.0,149.93,128.0
TRINITY_DN2343_c0_g1_i1,55.6122,105.0,55.26,82.0
TRINITY_DN2394_c0_g1_i1,895.6560000000002,1390.0,878.6,1072.0
TRINITY_DN2321_c0_g1_i1,55.4486,22.0,44.61,14.0
TRINITY_DN2367_c0_g1_i1,129.715,288.0,129.55,226.0
TRINITY_DN2399_c0_g1_i1,284.816,370.0,270.13,276.0
TRINITY_DN2366_c0_g1_i1,105.523,81.0,110.79,67.0
TRINITY_DN2327_c0_g1_i1,132.70600000000002,137.0,126.77,103.0
TRINITY_DN2305_c0_g1_i1,183.865,91.0,181.66,71.0
TRINITY_DN2384_c0_g1_i1,285.656,398.0,287.5,315.0
TRINITY_DN2397_c0_g1_i1,315.469,656.0,327.42,535.0
TRINITY_DN2395_c0_g1_i1,60.486,70.0,57.11,52.0
TRINITY_DN2337_c0_g1_i1,56.8127,96.0,59.48,79.0
TRINITY_DN2309_c0_g1_i1,56.7844,62.0,59.36,51.0
TRINITY_DN2392_c0_g1_i1,62.8515,112.0,59.97,84.0
TRINITY_DN2360_c0_g1_i1,55.9103,30.0,54.31,23.0
TRINITY_DN2326_c0_g1_i1,115.914,83.0,118.73,67.0
TRINITY_DN2300_c0_g1_i1,686.914,624.0,672.5,481.0
TRINITY_DN2379_c0_g1_i1,379.281,460.0,384.67,367.0
TRINITY_DN2361_c0_g1_i1,119.789,165.0,111.71,121.0
TRINITY_DN2381_c0_g1_i1,63.7914,99.0,63.11,77.0
TRINITY_DN2363_c0_g1_i1,155.292,63.0,137.15,44.0
TRINITY_DN2342_c0_g1_i1,47.9028,59.0,49.54,48.0
TRINITY_DN2325_c0_g1_i1,74.8477,188.0,76.02,150.0
TRINITY_DN2365_c0_g1_i1,101.864,79.0,94.93,58.0
TRINITY_DN2333_c0_g1_i1,365.836,616.0,349.05,462.0
TRINITY_DN2338_c0_g1_i1,262.199,318.0,274.61,262.0
TRINITY_DN2347_c0_g1_i1,132.305,201.0,136.46,163.0
TRINITY_DN2345_c0_g1_i1,394.19,396.0,400.91,317.0
TRINITY_DN2364_c0_g1_i1,96.3917,130.0,91.45,97.0
TRINITY_DN2389_c0_g1_i1,73.7654,27.0,69.04,20.0
TRINITY_DN2308_c0_g1_i1,78.6467,152.0,77.69,118.0
TRINITY_DN2339_c0_g1_i1,285.911,389.0,288.79,309.0
TRINITY_DN2396_c0_g1_i1,233.796,399.0,242.27,325.0
TRINITY_DN2376_c0_g1_i1,105.849,95.0,89.15,63.0
TRINITY_DN2317_c0_g1_i1,533.9590000000002,547.0,519.69,419.0
TRINITY_DN2400_c0_g1_i1,58.1414,38.0,56.28,29.0
TRINITY_DN2471_c0_g1_i1,95.1788,64.0,101.87,54.0
TRINITY_DN2467_c0_g1_i1,43.1367,32.0,44.48,26.0
TRINITY_DN2461_c0_g1_i1,80.2227,44.0,73.93,32.0
TRINITY_DN2484_c0_g1_i1,611.695,939.0,620.6,749.0
TRINITY_DN2424_c0_g1_i1,85.6581,101.0,84.09,78.0
TRINITY_DN2417_c0_g1_i1,143.661,256.0,142.08,199.0
TRINITY_DN2427_c0_g1_i1,150.106,131.0,145.51,100.0
TRINITY_DN2459_c0_g1_i1,100.822,48.0,103.71,39.0
TRINITY_DN2498_c0_g1_i1,164.916,140.0,172.01,115.0
TRINITY_DN2476_c0_g1_i1,79.9087,26.0,89.21,23.0
TRINITY_DN2425_c0_g1_i1,73.2044,71.0,65.49,50.0
TRINITY_DN2408_c0_g1_i1,78.167,223.0,77.65,174.0
TRINITY_DN2402_c0_g1_i1,300.809,128.0,306.2,103.0
TRINITY_DN2409_c0_g1_i1,262.824,466.0,269.09,375.0
TRINITY_DN2455_c0_g1_i1,84.7731,105.0,83.14,81.0
TRINITY_DN2438_c0_g1_i1,100.711,154.0,100.65,121.0
TRINITY_DN2423_c0_g1_i1,68.2777,43.0,68.46,34.0
TRINITY_DN2404_c0_g1_i1,67.3178,46.0,57.55,31.0
TRINITY_DN2483_c0_g1_i1,43.6935,14.0,39.38,10.0
TRINITY_DN2456_c0_g1_i1,73.9803,160.0,71.79,122.0
TRINITY_DN2413_c0_g1_i1,80.8603,49.0,81.6,39.0
TRINITY_DN2445_c0_g1_i1,101.866,119.0,106.63,98.0
TRINITY_DN2431_c0_g1_i1,89.586,86.0,92.63,70.0
TRINITY_DN2474_c0_g1_i1,239.196,181.0,229.78,137.0
TRINITY_DN2410_c0_g1_i1,196.829,195.0,212.87,166.0
TRINITY_DN2418_c0_g1_i1,62.2402,40.0,67.09,34.0
TRINITY_DN2481_c0_g1_i1,71.5236,111.0,72.94,89.0
TRINITY_DN2403_c0_g1_i1,401.826,320.0,420.83,264.0
TRINITY_DN2433_c0_g1_i1,362.809,585.0,380.25,482.0
TRINITY_DN2435_c0_g1_i1,133.765,67.0,118.84,47.0
TRINITY_DN2488_c0_g1_i1,126.042,101.0,123.57,78.0
TRINITY_DN2421_c0_g1_i1,111.715,332.0,111.39,260.0
TRINITY_DN2428_c0_g1_i1,761.2639999999999,1192.0,778.22,958.0
TRINITY_DN2441_c0_g1_i1,239.551,134.0,240.14,106.0
TRINITY_DN2422_c0_g1_i1,446.24300000000005,189.0,445.01,149.0
TRINITY_DN2480_c0_g1_i1,58.2635,36.0,65.67,32.0
TRINITY_DN2432_c0_g1_i1,50.6498,21.0,42.71,14.0
TRINITY_DN2490_c0_g1_i1,119.216,83.0,125.74,69.0
TRINITY_DN2449_c0_g1_i1,402.542,400.0,396.35,310.0
TRINITY_DN2475_c0_g1_i1,145.46200000000005,357.0,148.34,286.0
TRINITY_DN2443_c0_g1_i1,76.6733,27.0,71.73,20.0
TRINITY_DN2487_c0_g1_i1,333.93300000000005,206.0,322.7,157.0
TRINITY_DN2416_c0_g1_i1,78.6079,52.0,76.7,40.0
TRINITY_DN2426_c0_g1_i1,458.996,1167.0,450.61,900.0
TRINITY_DN2430_c0_g1_i1,75.3596,84.0,68.41,60.0
TRINITY_DN2429_c0_g1_i1,114.61,109.0,121.55,91.0
TRINITY_DN2466_c0_g1_i1,213.692,110.0,223.92,91.0
TRINITY_DN2460_c0_g1_i1,83.5671,46.0,78.27,34.0
TRINITY_DN2453_c0_g1_i1,518.184,481.0,511.77,374.0
TRINITY_DN2448_c0_g1_i1,97.482,93.0,95.87,72.0
TRINITY_DN2458_c0_g1_i1,187.827,152.0,188.25,120.0
TRINITY_DN2499_c0_g1_i1,549.9,469.0,546.4,367.0
TRINITY_DN2457_c0_g1_i1,201.208,419.0,204.73,335.0
TRINITY_DN2405_c0_g1_i1,40.4948,30.0,32.55,19.0
TRINITY_DN2472_c0_g1_i1,58.8677,39.0,63.18,33.0
TRINITY_DN2465_c0_g1_i1,85.6018,100.0,80.52,74.0
TRINITY_DN2446_c0_g1_i1,253.831,181.0,265.13,149.0
TRINITY_DN2442_c0_g1_i1,56.1449,23.0,58.65,19.0
TRINITY_DN2479_c0_g1_i1,91.0628,82.0,90.27,64.0
TRINITY_DN2440_c0_g1_i1,201.849,511.0,200.13,398.0
TRINITY_DN2468_c0_g1_i1,68.0733,129.0,64.46,96.0
TRINITY_DN2420_c0_g1_i1,40.6894,18.0,40.05,14.0
TRINITY_DN2415_c0_g1_i1,58.7258,47.0,57.1,36.0
TRINITY_DN2447_c0_g1_i1,77.6559,142.0,80.02,115.0
TRINITY_DN2452_c0_g1_i1,44.142,84.0,45.47,68.0
TRINITY_DN2485_c0_g1_i1,356.955,211.0,343.13,160.0
TRINITY_DN2486_c0_g1_i1,67.3329,39.0,61.27,28.0
TRINITY_DN2437_c0_g1_i1,113.83,163.0,119.01,134.0
TRINITY_DN2469_c0_g1_i1,72.3804,58.0,76.04,48.0
TRINITY_DN2419_c0_g1_i1,200.866,295.0,205.23,237.0
TRINITY_DN2434_c0_g1_i1,95.1856,54.0,102.76,46.0
TRINITY_DN2462_c0_g1_i1,51.2666,27.0,60.14,25.0
TRINITY_DN2414_c0_g1_i1,50.07100000000001,114.0,49.75,89.0
TRINITY_DN2495_c0_g1_i1,206.716,172.0,206.0,135.0
TRINITY_DN2439_c0_g1_i1,51.3389,53.0,49.23,40.0
TRINITY_DN2411_c0_g1_i1,83.2692,91.0,90.7,78.0
TRINITY_DN2450_c0_g1_i1,53.5688,28.0,53.32,22.0
TRINITY_DN2482_c0_g1_i1,190.909,142.0,197.92,116.0
TRINITY_DN2492_c0_g1_i1,150.22899999999996,254.0,150.48,200.0
TRINITY_DN2454_c0_g1_i1,252.561,562.0,253.95,444.0
TRINITY_DN2407_c0_g1_i1,105.293,85.0,103.79,66.0
TRINITY_DN2463_c0_g1_i1,147.668,363.0,142.4,275.0
TRINITY_DN2436_c0_g1_i1,315.056,518.0,321.09,415.0
TRINITY_DN2497_c0_g1_i1,229.288,166.0,233.11,133.0
TRINITY_DN2493_c0_g1_i1,64.6746,103.0,65.49,82.0
TRINITY_DN2494_c0_g1_i1,52.7435,59.0,56.81,50.0
TRINITY_DN2464_c0_g1_i1,77.2559,58.0,79.45,47.0
TRINITY_DN2489_c0_g1_i1,127.668,118.0,129.18,94.0
TRINITY_DN2478_c0_g1_i1,90.0549,51.0,91.75,41.0
TRINITY_DN2412_c0_g1_i1,74.8888,71.0,75.03,56.0
TRINITY_DN2406_c0_g1_i1,61.5752,40.0,68.33,35.0
TRINITY_DN2491_c0_g1_i1,108.713,192.0,106.62,148.0
TRINITY_DN2477_c0_g1_i1,83.3307,177.0,84.48,141.0
TRINITY_DN2451_c0_g1_i1,64.6081,56.0,64.46,44.0
TRINITY_DN2496_c0_g1_i1,277.35400000000004,225.0,264.48,169.0
TRINITY_DN2473_c0_g1_i1,56.2519,26.0,62.99,23.0
TRINITY_DN2401_c0_g1_i1,62.1104,68.0,67.33,58.0
TRINITY_DN2444_c0_g1_i1,186.056,212.0,184.05,165.0
TRINITY_DN2470_c0_g1_i1,76.7349,36.0,75.55,28.0
TRINITY_DN2581_c0_g1_i1,63.7523,49.0,61.1,37.0
TRINITY_DN2514_c0_g1_i1,211.729,143.0,229.14,122.0
TRINITY_DN2513_c0_g1_i1,65.2046,41.0,70.58,35.0
TRINITY_DN2570_c0_g1_i1,76.6859,120.0,78.03,96.0
TRINITY_DN2553_c0_g1_i1,72.2708,107.0,70.44,82.0
TRINITY_DN2506_c0_g1_i1,77.1926,33.0,71.02,24.0
TRINITY_DN2583_c0_g1_i1,45.6964,45.0,39.99,31.0
TRINITY_DN2508_c0_g1_i1,193.496,128.0,189.83,99.0
TRINITY_DN2524_c0_g1_i1,202.661,332.0,212.76,274.0
TRINITY_DN2584_c0_g1_i1,88.8499,200.0,95.56,169.0
TRINITY_DN2567_c0_g1_i1,52.9831,33.0,52.93,26.0
TRINITY_DN2557_c0_g1_i1,81.2769,113.0,79.57,87.0
TRINITY_DN2556_c0_g1_i1,135.922,179.0,146.75,152.0
TRINITY_DN2512_c0_g1_i1,60.1548,42.0,58.15,32.0
TRINITY_DN2532_c0_g1_i1,48.9977,50.0,53.54,43.0
TRINITY_DN2500_c0_g1_i1,684.8919999999998,1268.0,705.81,1027.0
TRINITY_DN2534_c0_g1_i1,58.1609,21.0,59.48,17.0
TRINITY_DN2555_c0_g1_i1,166.25,289.0,166.86,228.0
TRINITY_DN2526_c0_g1_i1,152.452,127.0,150.89,99.0
TRINITY_DN2533_c0_g1_i1,67.2211,49.0,64.41,37.0
TRINITY_DN2520_c0_g1_i1,72.4627,59.0,65.49,42.0
TRINITY_DN2511_c0_g1_i1,791.6239999999998,1205.0,802.98,961.0
TRINITY_DN2558_c0_g1_i1,95.4192,132.0,97.44,106.0
TRINITY_DN2599_c0_g1_i1,47.055,35.0,35.83,21.0
TRINITY_DN2579_c0_g1_i1,66.8532,107.0,69.94,88.0
TRINITY_DN2518_c0_g1_i1,58.7381,48.0,65.25,42.0
TRINITY_DN2545_c0_g1_i1,1163.49,1553.0,1171.7,1230.0
TRINITY_DN2566_c0_g1_i1,59.9427,22.0,55.08,16.0
TRINITY_DN2510_c0_g1_i1,50.3819,66.0,52.41,54.0
TRINITY_DN2503_c0_g1_i1,660.878,582.0,689.3,478.0
TRINITY_DN2571_c0_g1_i1,90.659,138.0,87.73,105.0
TRINITY_DN2577_c0_g1_i1,138.918,220.0,145.38,181.0
TRINITY_DN2530_c0_g1_i1,76.3737,69.0,70.29,50.0
TRINITY_DN2562_c0_g1_i1,77.5045,93.0,81.57,77.0
TRINITY_DN2505_c0_g1_i1,141.34799999999996,127.0,138.52,98.0
TRINITY_DN2539_c0_g1_i1,90.0534,61.0,91.76,49.0
TRINITY_DN2502_c0_g1_i1,190.237,256.0,194.65,206.0
TRINITY_DN2575_c0_g1_i1,141.844,174.0,148.19,143.0
TRINITY_DN2507_c0_g1_i1,164.356,170.0,170.75,139.0
TRINITY_DN2519_c0_g1_i1,268.525,417.0,284.22,347.0
TRINITY_DN2516_c0_g1_i1,146.54,160.0,151.31,130.0
TRINITY_DN2586_c0_g1_i1,68.3811,67.0,67.42,52.0
TRINITY_DN2569_c0_g1_i1,55.7611,48.0,53.11,36.0
TRINITY_DN2598_c0_g1_i1,88.7884,98.0,80.6,70.0
TRINITY_DN2548_c0_g1_i1,101.864,79.0,98.2,60.0
TRINITY_DN2535_c0_g1_i1,165.831,345.0,165.77,271.0
TRINITY_DN2559_c0_g1_i1,61.9021,45.0,61.1,35.0
TRINITY_DN2522_c0_g1_i1,73.0944,98.0,75.87,80.0
TRINITY_DN2578_c0_g1_i1,74.6973,110.0,65.64,76.0
TRINITY_DN2521_c0_g1_i1,118.9,131.0,121.12,105.0
TRINITY_DN2501_c0_g1_i1,132.914,167.0,131.54,130.0
TRINITY_DN2517_c0_g1_i1,127.735,142.0,126.9,111.0
TRINITY_DN2509_c0_g1_i1,65.0385,101.0,64.71,79.0
TRINITY_DN2549_c0_g1_i1,141.543,129.0,143.54,103.0
TRINITY_DN2582_c0_g1_i1,177.81900000000005,234.0,171.99,178.0
TRINITY_DN2576_c0_g1_i1,86.0629,35.0,96.39,31.0
TRINITY_DN2563_c0_g1_i1,153.197,110.0,139.61,79.0
TRINITY_DN2573_c0_g1_i1,75.9777,48.0,76.28,38.0
TRINITY_DN2568_c0_g1_i1,114.228,81.0,119.88,67.0
TRINITY_DN2529_c0_g1_i1,61.1622,33.0,56.36,24.0
TRINITY_DN2540_c0_g1_i1,90.4397,34.0,97.49,29.0
TRINITY_DN2527_c0_g1_i1,188.743,248.0,188.69,195.0
TRINITY_DN2504_c0_g1_i1,59.8935,61.0,62.38,50.0
TRINITY_DN2552_c0_g1_i1,82.9211,44.0,83.56,35.0
TRINITY_DN2536_c0_g1_i1,46.2254,43.0,42.33,31.0
TRINITY_DN2543_c0_g1_i1,131.989,72.0,120.79,52.0
TRINITY_DN2537_c0_g1_i1,73.4389,179.0,76.25,146.0
TRINITY_DN2554_c0_g1_i1,93.05,61.0,89.0,46.0
TRINITY_DN2542_c0_g1_i1,81.6811,84.0,80.31,65.0
TRINITY_DN2550_c0_g1_i1,73.7682,30.0,68.41,22.0
TRINITY_DN2595_c0_g1_i1,105.08,104.0,107.83,84.0
TRINITY_DN2564_c0_g1_i1,56.7831,83.0,57.42,66.0
TRINITY_DN2546_c0_g1_i1,99.3715,142.0,93.44,105.0
TRINITY_DN2561_c0_g1_i1,348.266,181.0,348.54,143.0
TRINITY_DN2594_c0_g1_i1,87.9701,52.0,92.22,43.0
TRINITY_DN2596_c0_g1_i1,154.209,204.0,154.75,161.0
TRINITY_DN2590_c0_g1_i1,61.2248,49.0,50.76,32.0
TRINITY_DN2589_c0_g1_i1,148.171,273.0,154.69,224.0
TRINITY_DN2574_c0_g1_i1,450.784,224.0,456.18,179.0
TRINITY_DN2572_c0_g1_i1,46.178,49.0,43.11,36.0
TRINITY_DN2551_c0_g1_i1,90.6811,67.0,84.16,49.0
TRINITY_DN2541_c0_g1_i1,109.696,104.0,107.19,80.0
TRINITY_DN2523_c0_g1_i1,86.8745,84.0,91.97,70.0
TRINITY_DN2591_c0_g1_i1,97.1823,56.0,101.18,46.0
TRINITY_DN2588_c0_g1_i1,68.3854,43.0,74.62,37.0
TRINITY_DN2544_c0_g1_i1,99.2953,186.0,95.78,141.0
TRINITY_DN2580_c0_g1_i1,157.739,102.0,154.94,79.0
TRINITY_DN2592_c0_g1_i1,782.928,1184.0,783.85,932.0
TRINITY_DN2585_c0_g1_i1,119.717,97.0,112.81,72.0
TRINITY_DN2597_c0_g1_i1,176.39,88.0,198.0,78.0
TRINITY_DN2528_c0_g1_i1,40.7942,75.0,40.14,58.0
TRINITY_DN2531_c0_g1_i1,225.83900000000003,432.0,238.14,358.0
TRINITY_DN2547_c0_g1_i1,208.332,483.0,210.27,383.0
TRINITY_DN2593_c0_g1_i1,85.4534,75.0,81.03,56.0
TRINITY_DN2565_c0_g1_i1,26.4603,10.0,30.1,9.0
TRINITY_DN2587_c0_g1_i1,66.7368,46.0,58.9,32.0
TRINITY_DN2538_c0_g1_i1,40.5534,37.0,40.37,29.0
TRINITY_DN2525_c0_g1_i1,611.425,553.0,622.08,443.0
TRINITY_DN2560_c0_g1_i1,1567.94,3887.0,1566.62,3051.0
TRINITY_DN2515_c0_g1_i1,396.056,445.0,398.17,352.0
TRINITY_DN2607_c0_g1_i1,86.163,30.0,79.8,22.0
TRINITY_DN2660_c0_g1_i1,519.525,576.0,519.27,453.0
TRINITY_DN2630_c0_g1_i1,73.0413,46.0,78.53,39.0
TRINITY_DN2636_c0_g1_i1,164.86900000000003,155.0,164.84,122.0
TRINITY_DN2613_c0_g1_i1,163.063,109.0,168.89,89.0
TRINITY_DN2601_c0_g1_i1,157.18,70.0,167.64,59.0
TRINITY_DN2619_c0_g1_i1,132.509,105.0,128.16,80.0
TRINITY_DN2670_c0_g1_i1,217.346,183.0,230.73,153.0
TRINITY_DN2620_c0_g1_i1,127.59,103.0,117.95,75.0
TRINITY_DN2608_c0_g1_i1,43.9528,34.0,39.38,24.0
TRINITY_DN2688_c0_g1_i1,60.3201,28.0,57.26,21.0
TRINITY_DN2679_c0_g1_i1,114.719,52.0,117.27,42.0
TRINITY_DN2654_c0_g1_i1,87.9925,61.0,84.18,46.0
TRINITY_DN2605_c0_g1_i1,430.195,195.0,418.81,150.0
TRINITY_DN2638_c0_g1_i1,224.24,141.0,211.75,105.0
TRINITY_DN2661_c0_g1_i1,385.86300000000006,318.0,385.14,250.0
TRINITY_DN2631_c0_g1_i1,107.653,71.0,105.77,55.0
TRINITY_DN2600_c0_g1_i1,71.256,27.0,70.04,21.0
TRINITY_DN2683_c0_g1_i1,357.98800000000006,218.0,374.77,180.0
TRINITY_DN2604_c0_g1_i1,77.8493,41.0,79.38,33.0
TRINITY_DN2692_c0_g1_i1,178.828,499.0,176.57,387.0
TRINITY_DN2659_c0_g1_i1,57.0309,28.0,61.9,24.0
TRINITY_DN2644_c0_g1_i1,69.6507,42.0,63.07,30.0
TRINITY_DN2622_c0_g1_i1,67.9317,64.0,64.72,48.0
TRINITY_DN2634_c0_g1_i1,172.798,213.0,176.36,171.0
TRINITY_DN2698_c0_g1_i1,200.61,483.0,203.54,385.0
TRINITY_DN2664_c0_g1_i1,99.7824,48.0,92.12,35.0
TRINITY_DN2687_c0_g1_i1,68.8014,23.0,60.42,16.0
TRINITY_DN2616_c0_g1_i1,133.17700000000002,112.0,135.88,90.0
TRINITY_DN2651_c0_g1_i1,71.9144,48.0,66.51,35.0
TRINITY_DN2603_c0_g1_i1,216.953,176.0,220.66,141.0
TRINITY_DN2673_c0_g1_i1,98.1832,41.0,109.04,36.0
TRINITY_DN2618_c0_g1_i1,60.379,114.0,61.33,91.0
TRINITY_DN2615_c0_g1_i1,67.9441,31.0,61.03,22.0
TRINITY_DN2625_c0_g1_i1,51.6011,37.0,54.86,31.0
TRINITY_DN2650_c0_g1_i1,205.267,79.0,213.48,65.0
TRINITY_DN2639_c0_g1_i1,87.6668,36.0,86.23,28.0
TRINITY_DN2609_c0_g1_i1,59.8437,121.0,61.05,97.0
TRINITY_DN2675_c0_g1_i1,60.1747,66.0,62.57,54.0
TRINITY_DN2668_c0_g1_i1,59.786,37.0,59.42,29.0
TRINITY_DN2657_c0_g1_i1,125.837,79.0,137.35,68.0
TRINITY_DN2682_c0_g1_i1,83.266,37.0,79.74,28.0
TRINITY_DN2647_c0_g1_i1,84.3,78.0,82.37,60.0
TRINITY_DN2694_c0_g1_i1,108.14,344.0,110.08,275.0
TRINITY_DN2623_c0_g1_i1,51.8649,61.0,47.55,44.0
TRINITY_DN2617_c0_g1_i1,102.313,76.0,100.8,59.0
TRINITY_DN2667_c0_g1_i1,53.3697,18.0,52.41,14.0
TRINITY_DN2681_c0_g1_i1,187.086,113.0,191.01,91.0
TRINITY_DN2695_c0_g1_i1,161.404,218.0,152.51,162.0
TRINITY_DN2676_c0_g1_i1,94.1998,122.0,94.24,96.0
TRINITY_DN2678_c0_g1_i1,77.5455,26.0,82.84,22.0
TRINITY_DN2671_c0_g1_i1,844.5880000000002,382.0,842.23,301.0
TRINITY_DN2689_c0_g1_i1,48.8257,17.0,54.41,15.0
TRINITY_DN2628_c0_g1_i1,130.842,133.0,137.49,110.0
TRINITY_DN2652_c0_g1_i1,66.3692,57.0,65.06,44.0
TRINITY_DN2666_c0_g1_i1,138.30700000000002,93.0,149.03,79.0
TRINITY_DN2684_c0_g1_i1,85.0233,64.0,85.99,51.0
TRINITY_DN2690_c0_g1_i1,73.6073,33.0,64.92,23.0
TRINITY_DN2656_c0_g1_i1,1316.4,893.0,1322.1,707.0
TRINITY_DN2648_c0_g1_i1,141.358,68.0,155.29,59.0
TRINITY_DN2606_c0_g1_i1,95.4679,57.0,112.54,53.0
TRINITY_DN2669_c0_g1_i1,334.969,292.0,339.43,233.0
TRINITY_DN2653_c0_g1_i1,645.795,278.0,628.92,214.0
TRINITY_DN2627_c0_g1_i1,84.8456,78.0,78.75,57.0
TRINITY_DN2697_c0_g1_i1,151.466,143.0,145.31,108.0
TRINITY_DN2612_c0_g1_i1,51.4149,49.0,51.98,39.0
TRINITY_DN2641_c0_g1_i1,1259.73,937.0,1240.4,727.0
TRINITY_DN2637_c0_g1_i1,134.702,66.0,124.05,48.0
TRINITY_DN2685_c0_g1_i1,101.577,54.0,104.86,44.0
TRINITY_DN2665_c0_g1_i1,116.559,60.0,113.19,46.0
TRINITY_DN2658_c0_g1_i1,45.9667,31.0,39.5,21.0
TRINITY_DN2663_c0_g1_i1,154.488,201.0,158.31,162.0
TRINITY_DN2626_c0_g1_i1,187.331,162.0,160.06,109.0
TRINITY_DN2642_c0_g1_i1,60.9499,46.0,62.22,37.0
TRINITY_DN2680_c0_g1_i1,35.3518,23.0,33.14,17.0
TRINITY_DN2610_c0_g1_i1,90.9345,101.0,94.97,83.0
TRINITY_DN2602_c0_g1_i1,80.3503,100.0,77.63,76.0
TRINITY_DN2655_c0_g1_i1,70.9297,51.0,68.83,39.0
TRINITY_DN2611_c0_g1_i1,84.7429,49.0,83.3,38.0
TRINITY_DN2633_c0_g1_i1,600.847,802.0,610.62,641.0
TRINITY_DN2645_c0_g1_i1,160.335,166.0,152.18,124.0
TRINITY_DN2699_c0_g1_i1,107.878,118.0,104.56,90.0
TRINITY_DN2632_c0_g1_i1,91.8354,47.0,84.15,34.0
TRINITY_DN2674_c0_g1_i1,43.6345,19.0,46.49,16.0
TRINITY_DN2649_c0_g1_i1,65.5057,61.0,62.74,46.0
TRINITY_DN2686_c0_g1_i1,91.4457,40.0,95.45,33.0
TRINITY_DN2677_c0_g1_i1,107.083,41.0,118.84,36.0
TRINITY_DN2614_c0_g1_i1,100.021,86.0,97.47,66.0
TRINITY_DN2640_c0_g1_i1,133.80100000000002,84.0,145.43,72.0
TRINITY_DN2672_c0_g1_i1,84.6025,36.0,92.16,31.0
TRINITY_DN2691_c0_g1_i1,179.52700000000004,99.0,183.83,80.0
TRINITY_DN2624_c0_g1_i1,153.626,64.0,136.62,45.0
TRINITY_DN2629_c0_g1_i1,64.7067,89.0,69.34,75.0
TRINITY_DN2621_c0_g1_i1,45.7301,40.0,49.36,34.0
TRINITY_DN2643_c0_g1_i1,2773.54,2305.0,2754.53,1803.0
TRINITY_DN2693_c0_g1_i1,164.378,171.0,171.0,140.0
TRINITY_DN2635_c0_g1_i1,75.3697,24.0,59.44,15.0
TRINITY_DN2696_c0_g1_i1,89.0139,149.0,83.6,110.0
TRINITY_DN2662_c0_g1_i1,103.46,51.0,100.19,39.0
TRINITY_DN2646_c0_g1_i1,64.0754,34.0,69.24,29.0
TRINITY_DN2755_c0_g1_i1,100.832,75.0,90.43,53.0
TRINITY_DN2707_c0_g1_i1,215.506,674.0,213.74,525.0
TRINITY_DN2710_c0_g1_i1,82.6704,71.0,78.36,53.0
TRINITY_DN2708_c0_g1_i1,64.4743,89.0,63.56,69.0
TRINITY_DN2758_c0_g1_i1,72.7855,235.0,71.38,181.0
TRINITY_DN2729_c0_g1_i1,53.19,199.0,54.12,159.0
TRINITY_DN2781_c0_g1_i1,84.6639,146.0,84.1,114.0
TRINITY_DN2702_c0_g1_i1,245.016,251.0,244.34,197.0
TRINITY_DN2731_c0_g1_i1,49.066,58.0,50.54,47.0
TRINITY_DN2769_c0_g1_i1,159.773,465.0,160.99,368.0
TRINITY_DN2713_c0_g1_i1,60.3875,63.0,58.46,48.0
TRINITY_DN2750_c0_g1_i1,60.6173,52.0,53.29,36.0
