transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
TRINITY_DN3348_c0_g1_i1	TRINITY_DN3348_c0_g1_i1	658	480.39	30.00	80.27	53.51	100.00
TRINITY_DN3349_c0_g1_i1	TRINITY_DN3349_c0_g1_i1	1139	961.39	215.00	287.47	191.62	100.00
TRINITY_DN334_c0_g1_i1	TRINITY_DN334_c0_g1_i1	1117	939.39	25.14	34.41	22.93	100.00
TRINITY_DN334_c0_g1_i2	TRINITY_DN334_c0_g1_i2	2008	1830.39	63.86	44.84	29.89	100.00
TRINITY_DN3350_c0_g1_i1	TRINITY_DN3350_c0_g1_i1	545	367.39	24.00	83.97	55.97	100.00
TRINITY_DN3351_c0_g1_i1	TRINITY_DN3351_c0_g1_i1	1125	947.39	132.00	179.10	119.39	100.00
TRINITY_DN3352_c0_g1_i1	TRINITY_DN3352_c0_g1_i1	805	627.39	72.00	147.52	98.33	100.00
TRINITY_DN3353_c0_g1_i1	TRINITY_DN3353_c0_g1_i1	1233	1055.39	70.00	85.26	56.83	100.00
TRINITY_DN3354_c0_g1_i1	TRINITY_DN3354_c0_g1_i1	1004	826.39	110.00	171.10	114.06	100.00
TRINITY_DN3355_c0_g1_i1	TRINITY_DN3355_c0_g1_i1	1807	1629.39	219.00	172.77	115.17	100.00
TRINITY_DN3356_c0_g1_i1	TRINITY_DN3356_c0_g1_i1	1579	1401.39	214.00	196.29	130.85	100.00
TRINITY_DN3357_c0_g1_i1	TRINITY_DN3357_c0_g1_i1	826	648.39	36.00	71.37	47.57	100.00
TRINITY_DN3358_c0_g1_i1	TRINITY_DN3358_c0_g1_i1	823	645.39	41.00	81.66	54.43	100.00
TRINITY_DN3359_c0_g1_i1	TRINITY_DN3359_c0_g1_i1	1252	1074.39	92.00	110.07	73.37	100.00
TRINITY_DN335_c0_g1_i1	TRINITY_DN335_c0_g1_i1	1413	1235.39	64.00	66.59	44.39	100.00
TRINITY_DN3360_c0_g1_i1	TRINITY_DN3360_c0_g1_i1	698	520.39	39.00	96.33	64.22	100.00
TRINITY_DN3361_c0_g1_i1	TRINITY_DN3361_c0_g1_i1	1608	1430.39	209.00	187.82	125.20	100.00
TRINITY_DN3362_c0_g1_i1	TRINITY_DN3362_c0_g1_i1	1002	824.39	22.00	34.30	22.87	100.00
TRINITY_DN3363_c0_g1_i1	TRINITY_DN3363_c0_g1_i1	1490	1312.39	65.00	63.66	42.44	100.00
TRINITY_DN3364_c0_g1_i1	TRINITY_DN3364_c0_g1_i1	608	430.39	32.00	95.57	63.71	100.00
TRINITY_DN3365_c0_g1_i1	TRINITY_DN3365_c0_g1_i1	1815	1637.39	81.00	63.59	42.39	100.00
TRINITY_DN3366_c0_g1_i1	TRINITY_DN3366_c0_g1_i1	935	757.39	178.00	302.10	201.38	100.00
TRINITY_DN3367_c0_g1_i1	TRINITY_DN3367_c0_g1_i1	717	539.39	27.00	64.34	42.89	100.00
TRINITY_DN3368_c0_g1_i1	TRINITY_DN3368_c0_g1_i1	1611	1433.39	59.00	52.91	35.27	100.00
TRINITY_DN3369_c0_g1_i1	TRINITY_DN3369_c0_g1_i1	1335	1157.39	41.00	45.54	30.35	100.00
TRINITY_DN336_c0_g1_i1	TRINITY_DN336_c0_g1_i1	2900	2722.39	236.00	111.43	74.28	100.00
TRINITY_DN336_c0_g2_i1	TRINITY_DN336_c0_g2_i1	689	511.39	25.00	62.84	41.89	100.00
TRINITY_DN3370_c0_g1_i1	TRINITY_DN3370_c0_g1_i1	669	491.39	32.00	83.71	55.80	100.00
TRINITY_DN3371_c0_g1_i1	TRINITY_DN3371_c0_g1_i1	547	369.39	20.00	69.60	46.39	100.00
TRINITY_DN3372_c0_g1_i1	TRINITY_DN3372_c0_g1_i1	579	401.39	14.00	44.83	29.89	100.00
TRINITY_DN3373_c0_g1_i1	TRINITY_DN3373_c0_g1_i1	1526	1348.39	945.00	900.88	600.52	100.00
TRINITY_DN3374_c0_g1_i1	TRINITY_DN3374_c0_g1_i1	967	789.39	187.00	304.51	202.98	100.00
TRINITY_DN3375_c0_g1_i1	TRINITY_DN3375_c0_g1_i1	1280	1102.39	176.00	205.22	136.80	100.00
TRINITY_DN3376_c0_g1_i1	TRINITY_DN3376_c0_g1_i1	1157	979.39	72.00	94.50	62.99	100.00
TRINITY_DN3377_c0_g1_i1	TRINITY_DN3377_c0_g1_i1	1056	878.39	119.00	174.14	116.08	100.00
TRINITY_DN3378_c0_g1_i1	TRINITY_DN3378_c0_g1_i1	794	616.39	57.00	118.87	79.24	100.00
TRINITY_DN3379_c0_g1_i1	TRINITY_DN3379_c0_g1_i1	1015	837.39	81.00	124.34	82.88	100.00
TRINITY_DN337_c0_g1_i1	TRINITY_DN337_c0_g1_i1	713	535.39	66.00	158.46	105.63	100.00
TRINITY_DN337_c0_g2_i1	TRINITY_DN337_c0_g2_i1	690	512.39	48.00	120.42	80.27	100.00
TRINITY_DN3380_c0_g1_i1	TRINITY_DN3380_c0_g1_i1	576	398.39	19.00	61.30	40.87	100.00
TRINITY_DN3381_c0_g1_i1	TRINITY_DN3381_c0_g1_i1	1006	828.39	44.00	68.28	45.51	100.00
TRINITY_DN3382_c0_g1_i1	TRINITY_DN3382_c0_g1_i1	797	619.39	44.00	91.31	60.87	100.00
TRINITY_DN3383_c0_g1_i1	TRINITY_DN3383_c0_g1_i1	689	511.39	26.00	65.35	43.56	100.00
TRINITY_DN3384_c0_g1_i1	TRINITY_DN3384_c0_g1_i1	655	477.39	24.00	64.62	43.08	100.00
TRINITY_DN3385_c0_g1_i1	TRINITY_DN3385_c0_g1_i1	923	745.39	81.00	139.69	93.11	100.00
TRINITY_DN3386_c0_g1_i1	TRINITY_DN3386_c0_g1_i1	654	476.39	57.00	153.80	102.52	100.00
TRINITY_DN3387_c0_g1_i1	TRINITY_DN3387_c0_g1_i1	1392	1214.39	107.00	113.26	75.50	100.00
TRINITY_DN3388_c0_g1_i1	TRINITY_DN3388_c0_g1_i1	705	527.39	48.00	116.99	77.99	100.00
TRINITY_DN3389_c0_g1_i1	TRINITY_DN3389_c0_g1_i1	843	665.39	118.00	227.96	151.96	100.00
TRINITY_DN338_c0_g1_i1	TRINITY_DN338_c0_g1_i1	2253	2075.39	127.00	78.66	52.43	100.00
TRINITY_DN3390_c0_g1_i1	TRINITY_DN3390_c0_g1_i1	918	740.39	40.00	69.45	46.29	100.00
TRINITY_DN3391_c0_g1_i1	TRINITY_DN3391_c0_g1_i1	971	793.39	43.00	69.67	46.44	100.00
TRINITY_DN3392_c0_g1_i1	TRINITY_DN3392_c0_g1_i1	638	460.39	20.00	55.84	37.22	100.00
TRINITY_DN3393_c0_g1_i1	TRINITY_DN3393_c0_g1_i1	2022	1844.39	1012.00	705.31	470.15	100.00
TRINITY_DN3394_c0_g1_i1	TRINITY_DN3394_c0_g1_i1	1061	883.39	37.00	53.84	35.89	100.00
TRINITY_DN3395_c0_g1_i1	TRINITY_DN3395_c0_g1_i1	628	450.39	13.00	37.10	24.73	100.00
TRINITY_DN3396_c0_g1_i1	TRINITY_DN3396_c0_g1_i1	752	574.39	32.00	71.61	47.74	100.00
TRINITY_DN3397_c0_g1_i1	TRINITY_DN3397_c0_g1_i1	1209	1031.39	224.00	279.17	186.10	100.00
TRINITY_DN3398_c0_g1_i1	TRINITY_DN3398_c0_g1_i1	551	373.39	22.00	75.74	50.49	100.00
TRINITY_DN3399_c0_g1_i1	TRINITY_DN3399_c0_g1_i1	1483	1305.39	138.00	135.89	90.58	100.00
TRINITY_DN339_c0_g1_i1	TRINITY_DN339_c0_g1_i1	1358	1180.39	86.00	93.65	62.43	100.00
TRINITY_DN33_c0_g1_i1	TRINITY_DN33_c0_g1_i1	1050	872.39	109.55	161.41	107.60	100.00
TRINITY_DN33_c0_g1_i3	TRINITY_DN33_c0_g1_i3	1050	872.39	55.14	81.25	54.16	100.00
TRINITY_DN33_c0_g1_i4	TRINITY_DN33_c0_g1_i4	1075	897.39	73.84	105.77	70.50	100.00
TRINITY_DN33_c0_g1_i7	TRINITY_DN33_c0_g1_i7	1075	897.39	79.47	113.84	75.88	100.00
TRINITY_DN3400_c0_g1_i1	TRINITY_DN3400_c0_g1_i1	992	814.39	76.00	119.96	79.96	100.00
TRINITY_DN3401_c0_g1_i1	TRINITY_DN3401_c0_g1_i1	1227	1049.39	74.00	90.65	60.42	100.00
TRINITY_DN3402_c0_g1_i1	TRINITY_DN3402_c0_g1_i1	1412	1234.39	554.00	576.91	384.56	100.00
TRINITY_DN3403_c0_g1_i1	TRINITY_DN3403_c0_g1_i1	612	434.39	22.00	65.10	43.40	100.00
TRINITY_DN3404_c0_g1_i1	TRINITY_DN3404_c0_g1_i1	632	454.39	25.00	70.72	47.14	100.00
TRINITY_DN3405_c0_g1_i1	TRINITY_DN3405_c0_g1_i1	2079	1901.39	79.00	53.41	35.60	100.00
TRINITY_DN3406_c0_g1_i1	TRINITY_DN3406_c0_g1_i1	899	721.39	105.00	187.10	124.72	100.00
TRINITY_DN3407_c0_g1_i1	TRINITY_DN3407_c0_g1_i1	1458	1280.39	62.00	62.24	41.49	100.00
TRINITY_DN3408_c0_g1_i1	TRINITY_DN3408_c0_g1_i1	520	342.39	23.00	86.35	57.56	100.00
TRINITY_DN3409_c0_g1_i1	TRINITY_DN3409_c0_g1_i1	617	439.39	73.00	213.56	142.36	100.00
TRINITY_DN340_c0_g1_i1	TRINITY_DN340_c0_g1_i1	759	581.39	51.00	112.76	75.16	100.00
TRINITY_DN3410_c0_g1_i1	TRINITY_DN3410_c0_g1_i1	933	755.39	34.00	57.86	38.57	100.00
TRINITY_DN3411_c0_g1_i1	TRINITY_DN3411_c0_g1_i1	1046	868.39	36.00	53.29	35.52	100.00
TRINITY_DN3412_c0_g1_i1	TRINITY_DN3412_c0_g1_i1	1088	910.39	61.00	86.13	57.41	100.00
TRINITY_DN3413_c0_g1_i1	TRINITY_DN3413_c0_g1_i1	1501	1323.39	146.00	141.81	94.53	100.00
TRINITY_DN3414_c0_g1_i1	TRINITY_DN3414_c0_g1_i1	1060	882.39	24.00	34.96	23.31	100.00
TRINITY_DN3415_c0_g1_i1	TRINITY_DN3415_c0_g1_i1	970	792.39	37.00	60.02	40.01	100.00
TRINITY_DN3416_c0_g1_i1	TRINITY_DN3416_c0_g1_i1	521	343.39	20.00	74.87	49.91	100.00
TRINITY_DN3417_c0_g1_i1	TRINITY_DN3417_c0_g1_i1	974	796.39	258.00	416.43	277.59	100.00
TRINITY_DN3418_c0_g1_i1	TRINITY_DN3418_c0_g1_i1	694	516.39	39.00	97.08	64.71	100.00
TRINITY_DN3419_c0_g1_i1	TRINITY_DN3419_c0_g1_i1	1081	903.39	47.00	66.88	44.58	100.00
TRINITY_DN341_c0_g1_i1	TRINITY_DN341_c0_g1_i1	849	671.39	36.00	68.92	45.95	100.00
TRINITY_DN3420_c0_g1_i1	TRINITY_DN3420_c0_g1_i1	896	718.39	30.00	53.68	35.78	100.00
TRINITY_DN3421_c0_g1_i1	TRINITY_DN3421_c0_g1_i1	1300	1122.39	116.00	132.85	88.56	100.00
TRINITY_DN3422_c0_g1_i1	TRINITY_DN3422_c0_g1_i1	725	547.39	537.00	1261.03	840.60	100.00
TRINITY_DN3423_c0_g1_i1	TRINITY_DN3423_c0_g1_i1	801	623.39	43.00	88.67	59.10	100.00
TRINITY_DN3424_c0_g1_i1	TRINITY_DN3424_c0_g1_i1	1656	1478.39	116.00	100.86	67.23	100.00
TRINITY_DN3425_c0_g1_i1	TRINITY_DN3425_c0_g1_i1	588	410.39	12.00	37.59	25.05	100.00
TRINITY_DN3426_c0_g1_i1	TRINITY_DN3426_c0_g1_i1	692	514.39	26.00	64.97	43.31	100.00
TRINITY_DN3427_c0_g1_i1	TRINITY_DN3427_c0_g1_i1	761	583.39	34.00	74.91	49.94	100.00
TRINITY_DN3428_c0_g1_i1	TRINITY_DN3428_c0_g1_i1	1019	841.39	192.00	293.33	195.53	100.00
TRINITY_DN3429_c0_g1_i1	TRINITY_DN3429_c0_g1_i1	1254	1076.39	53.00	63.29	42.19	100.00
TRINITY_DN342_c0_g1_i1	TRINITY_DN342_c0_g1_i1	1164	986.39	79.00	102.95	68.63	100.00
TRINITY_DN3430_c0_g1_i1	TRINITY_DN3430_c0_g1_i1	961	783.39	135.00	221.52	147.66	100.00
TRINITY_DN3431_c0_g1_i1	TRINITY_DN3431_c0_g1_i1	1085	907.39	80.00	113.33	75.55	100.00
TRINITY_DN3432_c0_g1_i1	TRINITY_DN3432_c0_g1_i1	710	532.39	53.00	127.97	85.30	100.00
TRINITY_DN3433_c0_g1_i1	TRINITY_DN3433_c0_g1_i1	571	393.39	24.00	78.42	52.28	100.00
TRINITY_DN3434_c0_g1_i1	TRINITY_DN3434_c0_g1_i1	628	450.39	182.00	519.43	346.25	100.00
TRINITY_DN3435_c0_g1_i1	TRINITY_DN3435_c0_g1_i1	690	512.39	37.00	92.82	61.87	100.00
TRINITY_DN3436_c0_g1_i1	TRINITY_DN3436_c0_g1_i1	1306	1128.39	30.00	34.18	22.78	100.00
TRINITY_DN3437_c0_g1_i1	TRINITY_DN3437_c0_g1_i1	961	783.39	42.00	68.92	45.94	100.00
TRINITY_DN3438_c0_g1_i1	TRINITY_DN3438_c0_g1_i1	846	668.39	43.00	82.70	55.13	100.00
TRINITY_DN3439_c0_g1_i1	TRINITY_DN3439_c0_g1_i1	588	410.39	68.00	212.99	141.98	100.00
TRINITY_DN343_c0_g1_i1	TRINITY_DN343_c0_g1_i1	714	536.39	14.00	33.55	22.36	100.00
TRINITY_DN343_c0_g2_i1	TRINITY_DN343_c0_g2_i1	2014	1836.39	107.00	74.90	49.93	100.00
TRINITY_DN3440_c0_g1_i1	TRINITY_DN3440_c0_g1_i1	1200	1022.39	35.00	44.00	29.33	100.00
TRINITY_DN3441_c0_g1_i1	TRINITY_DN3441_c0_g1_i1	820	642.39	37.00	74.04	49.35	100.00
TRINITY_DN3442_c0_g1_i1	TRINITY_DN3442_c0_g1_i1	753	575.39	100.00	223.40	148.92	100.00
TRINITY_DN3443_c0_g1_i1	TRINITY_DN3443_c0_g1_i1	622	444.39	22.00	63.64	42.42	100.00
TRINITY_DN3444_c0_g1_i1	TRINITY_DN3444_c0_g1_i1	686	508.39	45.00	113.78	75.84	100.00
TRINITY_DN3445_c0_g1_i1	TRINITY_DN3445_c0_g1_i1	1160	982.39	79.00	103.37	68.91	100.00
TRINITY_DN3446_c0_g1_i1	TRINITY_DN3446_c0_g1_i1	1020	842.39	81.00	123.60	82.39	100.00
TRINITY_DN3447_c0_g1_i1	TRINITY_DN3447_c0_g1_i1	568	390.39	57.00	187.68	125.11	100.00
TRINITY_DN3448_c0_g1_i1	TRINITY_DN3448_c0_g1_i1	860	682.39	81.00	152.58	101.71	100.00
TRINITY_DN3449_c0_g1_i1	TRINITY_DN3449_c0_g1_i1	593	415.39	13.00	40.23	26.82	100.00
TRINITY_DN344_c0_g1_i1	TRINITY_DN344_c0_g1_i1	832	654.39	30.00	58.93	39.28	100.00
TRINITY_DN3450_c0_g1_i1	TRINITY_DN3450_c0_g1_i1	670	492.39	47.00	122.70	81.79	100.00
TRINITY_DN3451_c0_g1_i1	TRINITY_DN3451_c0_g1_i1	614	436.39	9.00	26.51	17.67	100.00
TRINITY_DN3452_c0_g1_i1	TRINITY_DN3452_c0_g1_i1	1107	929.39	54.00	74.69	49.79	100.00
TRINITY_DN3453_c0_g1_i1	TRINITY_DN3453_c0_g1_i1	547	369.39	18.00	62.64	41.75	100.00
TRINITY_DN3454_c0_g1_i1	TRINITY_DN3454_c0_g1_i1	1026	848.39	45.00	68.18	45.45	100.00
TRINITY_DN3455_c0_g1_i1	TRINITY_DN3455_c0_g1_i1	1002	824.39	33.00	51.46	34.30	100.00
TRINITY_DN3456_c0_g1_i1	TRINITY_DN3456_c0_g1_i1	1071	893.39	100.00	143.88	95.91	100.00
TRINITY_DN3457_c0_g1_i1	TRINITY_DN3457_c0_g1_i1	690	512.39	31.00	77.77	51.84	100.00
TRINITY_DN3458_c0_g1_i1	TRINITY_DN3458_c0_g1_i1	546	368.39	29.00	101.19	67.45	100.00
TRINITY_DN3459_c0_g1_i1	TRINITY_DN3459_c0_g1_i1	591	413.39	29.00	90.17	60.11	100.00
TRINITY_DN345_c0_g1_i1	TRINITY_DN345_c0_g1_i1	645	467.39	35.00	96.26	64.17	100.00
TRINITY_DN3460_c0_g1_i1	TRINITY_DN3460_c0_g1_i1	731	553.39	24.00	55.75	37.16	100.00
TRINITY_DN3461_c0_g1_i1	TRINITY_DN3461_c0_g1_i1	501	323.39	23.00	91.42	60.94	100.00
TRINITY_DN3462_c0_g1_i1	TRINITY_DN3462_c0_g1_i1	1526	1348.39	105.00	100.10	66.72	100.00
TRINITY_DN3463_c0_g1_i1	TRINITY_DN3463_c0_g1_i1	580	402.39	31.00	99.03	66.01	100.00
TRINITY_DN3464_c0_g1_i1	TRINITY_DN3464_c0_g1_i1	611	433.39	19.00	56.35	37.57	100.00
TRINITY_DN3465_c0_g1_i1	TRINITY_DN3465_c0_g1_i1	789	611.39	120.00	252.30	168.18	100.00
TRINITY_DN3466_c0_g1_i1	TRINITY_DN3466_c0_g1_i1	775	597.39	67.00	144.17	96.10	100.00
TRINITY_DN3467_c0_g1_i1	TRINITY_DN3467_c0_g1_i1	788	610.39	26.00	54.75	36.50	100.00
TRINITY_DN3468_c0_g1_i1	TRINITY_DN3468_c0_g1_i1	599	421.39	32.00	97.61	65.07	100.00
TRINITY_DN3469_c0_g1_i1	TRINITY_DN3469_c0_g1_i1	550	372.39	53.00	182.95	121.95	100.00
TRINITY_DN346_c0_g1_i1	TRINITY_DN346_c0_g1_i1	546	368.39	25.00	87.23	58.15	100.00
TRINITY_DN346_c0_g2_i1	TRINITY_DN346_c0_g2_i1	864	686.39	57.00	106.75	71.16	100.00
TRINITY_DN346_c1_g1_i1	TRINITY_DN346_c1_g1_i1	1437	1259.39	123.00	125.54	83.69	100.00
TRINITY_DN3470_c0_g1_i1	TRINITY_DN3470_c0_g1_i1	552	374.39	19.00	65.23	43.48	100.00
TRINITY_DN3471_c0_g1_i1	TRINITY_DN3471_c0_g1_i1	1638	1460.39	208.00	183.08	122.04	100.00
TRINITY_DN3472_c0_g1_i1	TRINITY_DN3472_c0_g1_i1	764	586.39	26.00	56.99	37.99	100.00
TRINITY_DN3473_c0_g1_i1	TRINITY_DN3473_c0_g1_i1	2967	2789.39	292.00	134.56	89.70	100.00
TRINITY_DN3474_c0_g1_i1	TRINITY_DN3474_c0_g1_i1	3846	3668.39	301.00	105.47	70.31	100.00
TRINITY_DN3475_c0_g1_i1	TRINITY_DN3475_c0_g1_i1	2155	1977.39	628.00	408.24	272.13	100.00
TRINITY_DN3476_c0_g1_i1	TRINITY_DN3476_c0_g1_i1	3416	3238.39	207.00	82.17	54.77	100.00
TRINITY_DN3477_c0_g1_i1	TRINITY_DN3477_c0_g1_i1	3217	3039.39	433.00	183.13	122.07	100.00
TRINITY_DN3478_c0_g1_i1	TRINITY_DN3478_c0_g1_i1	2165	1987.39	1626.00	1051.69	701.05	100.00
TRINITY_DN3479_c0_g1_i1	TRINITY_DN3479_c0_g1_i1	703	525.39	130.00	318.06	212.02	100.00
TRINITY_DN347_c0_g1_i1	TRINITY_DN347_c0_g1_i1	1335	1157.39	91.00	101.07	67.37	100.00
TRINITY_DN3480_c0_g1_i1	TRINITY_DN3480_c0_g1_i1	4411	4233.39	389.00	118.12	78.74	100.00
TRINITY_DN3481_c0_g1_i1	TRINITY_DN3481_c0_g1_i1	1849	1671.39	65.00	49.99	33.32	100.00
TRINITY_DN3482_c0_g1_i1	TRINITY_DN3482_c0_g1_i1	4541	4363.39	1388.00	408.90	272.57	100.00
TRINITY_DN3483_c0_g1_i1	TRINITY_DN3483_c0_g1_i1	1467	1289.39	43.00	42.87	28.58	100.00
TRINITY_DN3484_c0_g1_i1	TRINITY_DN3484_c0_g1_i1	1538	1360.39	180.00	170.08	113.38	100.00
TRINITY_DN3485_c0_g1_i1	TRINITY_DN3485_c0_g1_i1	1472	1294.39	123.00	122.15	81.42	100.00
TRINITY_DN3486_c0_g1_i1	TRINITY_DN3486_c0_g1_i1	975	797.39	40.00	64.48	42.98	100.00
TRINITY_DN3487_c0_g1_i1	TRINITY_DN3487_c0_g1_i1	1555	1377.39	47.00	43.86	29.24	100.00
TRINITY_DN3488_c0_g1_i1	TRINITY_DN3488_c0_g1_i1	1309	1131.39	328.00	372.66	248.41	100.00
TRINITY_DN3489_c0_g1_i1	TRINITY_DN3489_c0_g1_i1	1431	1253.39	76.00	77.94	51.96	100.00
TRINITY_DN348_c0_g1_i1	TRINITY_DN348_c0_g1_i1	835	657.39	29.00	56.71	37.80	100.00
TRINITY_DN3490_c0_g1_i1	TRINITY_DN3490_c0_g1_i1	1472	1294.39	59.00	58.59	39.06	100.00
TRINITY_DN3491_c0_g1_i1	TRINITY_DN3491_c0_g1_i1	627	449.39	18.00	51.49	34.32	100.00
TRINITY_DN3492_c0_g1_i1	TRINITY_DN3492_c0_g1_i1	1305	1127.39	36.00	41.05	27.36	100.00
TRINITY_DN3493_c0_g1_i1	TRINITY_DN3493_c0_g1_i1	950	772.39	129.00	214.69	143.11	100.00
TRINITY_DN3494_c0_g1_i1	TRINITY_DN3494_c0_g1_i1	2303	2125.39	375.00	226.80	151.18	100.00
TRINITY_DN3495_c0_g1_i1	TRINITY_DN3495_c0_g1_i1	1829	1651.39	230.00	179.03	119.34	100.00
TRINITY_DN3496_c0_g1_i1	TRINITY_DN3496_c0_g1_i1	4681	4503.39	239.00	68.22	45.47	100.00
TRINITY_DN3497_c0_g1_i1	TRINITY_DN3497_c0_g1_i1	4650	4472.39	1240.00	356.40	237.57	100.00
TRINITY_DN3498_c0_g1_i1	TRINITY_DN3498_c0_g1_i1	6568	6390.39	1609.00	323.65	215.75	100.00
TRINITY_DN3499_c0_g1_i1	TRINITY_DN3499_c0_g1_i1	946	768.39	46.00	76.95	51.30	100.00
TRINITY_DN349_c0_g1_i1	TRINITY_DN349_c0_g1_i1	633	455.39	12.00	33.87	22.58	100.00
TRINITY_DN34_c0_g1_i2	TRINITY_DN34_c0_g1_i2	1204	1026.39	68.47	85.75	57.16	100.00
TRINITY_DN34_c0_g1_i4	TRINITY_DN34_c0_g1_i4	1204	1026.39	155.70	195.00	129.98	100.00
TRINITY_DN34_c0_g1_i5	TRINITY_DN34_c0_g1_i5	1204	1026.39	184.66	231.26	154.16	100.00
TRINITY_DN34_c0_g1_i6	TRINITY_DN34_c0_g1_i6	934	756.39	191.91	326.14	217.40	100.00
TRINITY_DN34_c0_g1_i7	TRINITY_DN34_c0_g1_i7	1204	1026.39	72.68	91.03	60.68	100.00
TRINITY_DN34_c0_g2_i1	TRINITY_DN34_c0_g2_i1	1295	1117.39	138.58	159.42	106.27	100.00
TRINITY_DN3500_c0_g1_i1	TRINITY_DN3500_c0_g1_i1	2312	2134.39	79.00	47.58	31.72	100.00
TRINITY_DN3501_c0_g1_i1	TRINITY_DN3501_c0_g1_i1	1397	1219.39	281.00	296.22	197.46	100.00
TRINITY_DN3502_c0_g1_i1	TRINITY_DN3502_c0_g1_i1	1927	1749.39	86.00	63.19	42.12	100.00
TRINITY_DN3503_c0_g1_i1	TRINITY_DN3503_c0_g1_i1	2064	1886.39	402.00	273.93	182.60	100.00
TRINITY_DN3504_c0_g1_i1	TRINITY_DN3504_c0_g1_i1	1789	1611.39	526.00	419.60	279.70	100.00
TRINITY_DN3505_c0_g1_i1	TRINITY_DN3505_c0_g1_i1	871	693.39	302.00	559.86	373.20	100.00
TRINITY_DN3506_c0_g1_i1	TRINITY_DN3506_c0_g1_i1	1564	1386.39	270.00	250.34	166.87	100.00
TRINITY_DN3507_c0_g1_i1	TRINITY_DN3507_c0_g1_i1	2585	2407.39	259.00	138.29	92.19	100.00
TRINITY_DN3508_c0_g1_i1	TRINITY_DN3508_c0_g1_i1	2558	2380.39	122.00	65.88	43.92	100.00
TRINITY_DN3509_c0_g1_i1	TRINITY_DN3509_c0_g1_i1	2876	2698.39	201.00	95.75	63.83	100.00
TRINITY_DN350_c0_g1_i1	TRINITY_DN350_c0_g1_i1	2915	2737.39	143.00	67.15	44.76	100.00
TRINITY_DN3510_c0_g1_i1	TRINITY_DN3510_c0_g1_i1	2116	1938.39	379.00	251.33	167.54	100.00
TRINITY_DN3511_c0_g1_i1	TRINITY_DN3511_c0_g1_i1	3348	3170.39	170.00	68.93	45.95	100.00
TRINITY_DN3512_c0_g1_i1	TRINITY_DN3512_c0_g1_i1	2558	2380.39	150.00	81.00	54.00	100.00
TRINITY_DN3513_c0_g1_i1	TRINITY_DN3513_c0_g1_i1	621	443.39	63.00	182.64	121.75	100.00
TRINITY_DN3514_c0_g1_i1	TRINITY_DN3514_c0_g1_i1	2566	2388.39	196.00	105.49	70.32	100.00
TRINITY_DN3515_c0_g1_i1	TRINITY_DN3515_c0_g1_i1	1551	1373.39	419.00	392.17	261.42	100.00
TRINITY_DN3516_c0_g1_i1	TRINITY_DN3516_c0_g1_i1	708	530.39	19.00	46.05	30.70	100.00
TRINITY_DN3517_c0_g1_i1	TRINITY_DN3517_c0_g1_i1	3754	3576.39	258.00	92.73	61.81	100.00
TRINITY_DN3518_c0_g1_i1	TRINITY_DN3518_c0_g1_i1	1362	1184.39	55.00	59.69	39.79	100.00
TRINITY_DN3519_c0_g1_i1	TRINITY_DN3519_c0_g1_i1	2174	1996.39	133.00	85.64	57.08	100.00
TRINITY_DN351_c0_g1_i1	TRINITY_DN351_c0_g1_i1	670	492.39	18.39	48.00	32.00	100.00
TRINITY_DN351_c0_g1_i2	TRINITY_DN351_c0_g1_i2	670	492.39	76.61	200.00	133.32	100.00
TRINITY_DN3520_c0_g1_i1	TRINITY_DN3520_c0_g1_i1	1072	894.39	72.00	103.48	68.98	100.00
TRINITY_DN3521_c0_g1_i1	TRINITY_DN3521_c0_g1_i1	1256	1078.39	105.00	125.16	83.43	100.00
TRINITY_DN3522_c0_g1_i1	TRINITY_DN3522_c0_g1_i1	876	698.39	37.00	68.10	45.40	100.00
TRINITY_DN3523_c0_g1_i1	TRINITY_DN3523_c0_g1_i1	993	815.39	37.00	58.33	38.88	100.00
TRINITY_DN3524_c0_g1_i1	TRINITY_DN3524_c0_g1_i1	1276	1098.39	210.00	245.76	163.82	100.00
TRINITY_DN3525_c0_g1_i1	TRINITY_DN3525_c0_g1_i1	1289	1111.39	58.00	67.08	44.72	100.00
TRINITY_DN3526_c0_g1_i1	TRINITY_DN3526_c0_g1_i1	2489	2311.39	444.00	246.92	164.60	100.00
TRINITY_DN3527_c0_g1_i1	TRINITY_DN3527_c0_g1_i1	3451	3273.39	686.00	269.39	179.57	100.00
TRINITY_DN3528_c0_g1_i1	TRINITY_DN3528_c0_g1_i1	2276	2098.39	207.00	126.80	84.53	100.00
TRINITY_DN3529_c0_g1_i1	TRINITY_DN3529_c0_g1_i1	761	583.39	19.00	41.86	27.91	100.00
TRINITY_DN352_c0_g1_i1	TRINITY_DN352_c0_g1_i1	714	536.39	49.00	117.43	78.28	100.00
TRINITY_DN3530_c0_g1_i1	TRINITY_DN3530_c0_g1_i1	860	682.39	66.00	124.33	82.87	100.00
TRINITY_DN3531_c0_g1_i1	TRINITY_DN3531_c0_g1_i1	1059	881.39	44.00	64.17	42.78	100.00
TRINITY_DN3532_c0_g1_i1	TRINITY_DN3532_c0_g1_i1	953	775.39	83.00	137.60	91.72	100.00
TRINITY_DN3533_c0_g1_i1	TRINITY_DN3533_c0_g1_i1	2387	2209.39	204.00	118.69	79.12	100.00
