contig_name,length,prop_gc,orf_length,in_bridges,p_good,p_bases_covered,p_seq_true,score,p_not_segmented,eff_length,eff_count,tpm,coverage,sCnuc,sCcov,sCord,sCseg
TRINITY_DN2346_c0_g1_i1,1369,0.382761,425,0,0.798742,1.0,0.965655,0.719952,0.933415,1369,160.0,137.094,17.53,0.965655,1.0,0.798742,0.933415
TRINITY_DN2391_c0_g1_i1,696,0.400862,231,0,0.857143,1.0,0.963956,0.383963,0.464707,696,35.0,58.9877,7.54,0.963956,1.0,0.857143,0.464707
TRINITY_DN2355_c0_g1_i1,833,0.390156,253,0,0.884298,1.0,0.972055,0.670988,0.780594,833,121.0,170.39,21.79,0.972055,1.0,0.884298,0.780594
TRINITY_DN2351_c0_g1_i1,1172,0.386519,378,0,0.796296,1.0,0.967452,0.679703,0.882298,1172,108.0,108.093,13.82,0.967452,1.0,0.796296,0.882298
TRINITY_DN2398_c0_g1_i1,1409,0.326473,469,0,0.731707,1.0,0.956539,0.61282,0.875574,1409,82.0,68.2662,8.73,0.956539,1.0,0.731707,0.875574
TRINITY_DN2350_c0_g1_i1,1782,0.3844,583,0,0.765766,1.0,0.953353,0.70299,0.96294,1782,111.0,73.0665,9.34,0.953353,1.0,0.765766,0.96294
TRINITY_DN2374_c0_g1_i1,1767,0.37408,564,0,0.840557,1.0,0.974931,0.739929,0.902919,1767,648.0,430.171,55.01,0.974931,1.0,0.840557,0.902919
TRINITY_DN2310_c0_g1_i1,604,0.427152,200,0,0.722222,1.0,0.982488,0.630664,0.888792,604,54.0,104.872,13.41,0.982488,1.0,0.722222,0.888792
TRINITY_DN2334_c0_g1_i1,1628,0.400491,542,0,0.86,1.0,0.971429,0.802739,0.960871,1628,100.0,72.0524,9.21,0.971429,1.0,0.86,0.960871
TRINITY_DN2368_c0_g1_i1,1213,0.381698,374,0,0.863636,1.0,0.985366,0.691266,0.812301,1213,66.0,63.8243,8.16,0.985366,1.0,0.863636,0.812301
TRINITY_DN2324_c0_g1_i1,581,0.390706,193,0,0.833333,1.0,0.989091,0.495385,0.601019,581,60.0,121.137,15.49,0.989091,1.0,0.833333,0.601019
TRINITY_DN2378_c0_g1_i1,646,0.425697,214,0,0.84,1.0,0.96853,0.386371,0.474911,646,75.0,136.186,17.41,0.96853,1.0,0.84,0.474911
TRINITY_DN2362_c0_g1_i1,734,0.434605,244,1,0.634146,1.0,0.988655,0.585301,0.933566,734,40.8851,65.3389,8.36,0.988655,1.0,0.634146,0.933566
TRINITY_DN2352_c0_g1_i1,1757,0.400683,576,0,0.753247,1.0,0.97201,0.698031,0.953381,1757,310.0,206.963,26.47,0.97201,1.0,0.753247,0.953381
TRINITY_DN2372_c0_g1_i1,2469,0.351154,810,0,0.814371,1.0,0.963036,0.763145,0.973065,2469,167.0,79.3411,10.15,0.963036,1.0,0.814371,0.973065
TRINITY_DN2319_c0_g1_i1,1245,0.387149,414,0,0.884615,0.987952,0.98484,0.62557,0.726809,1245,52.0,48.9933,6.27,0.98484,0.987952,0.884615,0.726809
TRINITY_DN2307_c0_g1_i1,621,0.409018,206,0,0.848485,1.0,0.977986,0.764722,0.921567,621,33.0,62.334,7.97,0.977986,1.0,0.848485,0.921567
TRINITY_DN2304_c0_g1_i1,1194,0.365159,383,0,0.814815,1.0,0.974927,0.760327,0.957126,1194,54.0,53.0509,6.78,0.974927,1.0,0.814815,0.957126
TRINITY_DN2302_c0_g1_i1,1275,0.410196,408,0,0.745455,1.0,0.96627,0.691924,0.960591,1275,165.0,151.802,19.41,0.96627,1.0,0.745455,0.960591
TRINITY_DN2343_c0_g1_i1,2085,0.340528,677,0,0.857143,1.0,0.970403,0.80844,0.971947,2085,105.0,59.0726,7.55,0.970403,1.0,0.857143,0.971947
TRINITY_DN2394_c0_g1_i1,1746,0.387743,551,0,0.81918,1.0,0.970152,0.717369,0.902658,1746,1366.0,917.718,117.35,0.970152,1.0,0.81918,0.902658
TRINITY_DN2321_c0_g1_i1,581,0.388985,193,0,0.8,1.0,0.951587,0.721883,0.948262,581,20.0,40.3791,5.16,0.951587,1.0,0.8,0.948262
TRINITY_DN2367_c0_g1_i1,2420,0.386777,788,0,0.819788,1.0,0.962813,0.770092,0.975661,2420,283.0,137.175,17.54,0.962813,1.0,0.819788,0.975661
TRINITY_DN2399_c0_g1_i1,1491,0.350771,465,0,0.780822,1.0,0.969714,0.601333,0.794181,1491,365.0,287.156,36.72,0.969714,1.0,0.780822,0.794181
TRINITY_DN2366_c0_g1_i1,955,0.401047,292,0,0.708861,1.0,0.983824,0.665749,0.954623,955,80.0,98.2629,12.57,0.983824,1.0,0.708861,0.954623
TRINITY_DN2327_c0_g1_i1,1222,0.414075,387,0,0.810219,1.0,0.965899,0.38842,0.496327,1222,137.0,131.508,16.82,0.965899,1.0,0.810219,0.496327
TRINITY_DN2305_c0_g1_i1,680,0.408824,226,0,0.802326,1.0,0.96,0.517059,0.671302,680,86.0,148.352,18.97,0.96,1.0,0.802326,0.671302
TRINITY_DN2384_c0_g1_i1,1586,0.369483,507,0,0.834184,1.0,0.969799,0.738374,0.91271,1586,392.0,289.925,37.07,0.969799,1.0,0.834184,0.91271
TRINITY_DN2397_c0_g1_i1,2278,0.437226,694,0,0.822531,1.0,0.972856,0.763083,0.953611,2278,649.0,334.19,42.73,0.972856,1.0,0.822531,0.953611
TRINITY_DN2395_c0_g1_i1,1348,0.404303,448,0,0.830986,1.0,0.964615,0.753181,0.939619,1348,71.0,61.7833,7.9,0.964615,1.0,0.830986,0.939619
TRINITY_DN2337_c0_g1_i1,1885,0.394164,603,0,0.8,1.0,0.966113,0.74834,0.968235,1885,96.0,59.7397,7.64,0.966113,1.0,0.8,0.968235
TRINITY_DN2309_c0_g1_i1,1282,0.411856,399,0,0.915254,1.0,0.97244,0.847114,0.951782,1282,59.0,53.9842,6.9,0.97244,1.0,0.915254,0.951782
TRINITY_DN2392_c0_g1_i1,1978,0.474216,640,0,0.732143,1.0,0.972165,0.689149,0.968227,1978,112.0,66.4194,8.49,0.972165,1.0,0.732143,0.968227
TRINITY_DN2360_c0_g1_i1,722,0.367036,232,0,0.730769,1.0,0.979048,0.472044,0.659779,722,26.0,42.2415,5.4,0.979048,1.0,0.730769,0.659779
TRINITY_DN2326_c0_g1_i1,903,0.366556,300,0,0.82716,1.0,0.973938,0.706137,0.876532,903,81.0,105.22,13.46,0.973938,1.0,0.82716,0.876532
TRINITY_DN2300_c0_g1_i1,1097,0.428441,337,0,0.821256,1.0,0.971125,0.620531,0.778054,1097,622.0,665.1,85.05,0.971125,1.0,0.821256,0.778054
TRINITY_DN2379_c0_g1_i1,1404,0.440171,467,0,0.846325,1.0,0.971498,0.756168,0.919685,1404,449.0,375.13,47.97,0.971498,1.0,0.846325,0.919685
TRINITY_DN2361_c0_g1_i1,1570,0.473885,505,0,0.816456,1.0,0.974017,0.765143,0.962152,1570,158.0,118.048,15.1,0.974017,1.0,0.816456,0.962152
TRINITY_DN2381_c0_g1_i1,1746,0.405498,581,0,0.819149,1.0,0.962907,0.751091,0.952238,1746,94.0,63.1519,8.08,0.962907,1.0,0.819149,0.952238
TRINITY_DN2363_c0_g1_i1,590,0.4,196,0,0.761905,1.0,0.956242,0.347769,0.477334,590,63.0,125.254,16.02,0.956242,1.0,0.761905,0.477334
TRINITY_DN2342_c0_g1_i1,1423,0.37175,474,0,0.864407,1.0,0.967532,0.683269,0.816974,1423,59.0,48.6351,6.22,0.967532,1.0,0.864407,0.816974
TRINITY_DN2325_c0_g1_i1,2714,0.358143,879,0,0.744681,1.0,0.977613,0.640649,0.88,2714,188.0,81.2552,10.39,0.977613,1.0,0.744681,0.88
TRINITY_DN2365_c0_g1_i1,963,0.406023,320,0,0.858974,1.0,0.966145,0.707982,0.853099,963,79.0,96.2285,12.31,0.966145,1.0,0.858974,0.853099
TRINITY_DN2333_c0_g1_i1,1879,0.386908,593,0,0.839934,1.0,0.970018,0.761989,0.935242,1879,606.0,378.311,48.38,0.970018,1.0,0.839934,0.935242
TRINITY_DN2338_c0_g1_i1,1404,0.405983,438,0,0.813505,1.0,0.967325,0.628283,0.798404,1404,311.0,259.834,33.23,0.967325,1.0,0.813505,0.798404
TRINITY_DN2347_c0_g1_i1,1713,0.373614,570,0,0.863636,1.0,0.964865,0.785835,0.943048,1713,199.0,136.27,17.43,0.964865,1.0,0.863636,0.943048
TRINITY_DN2345_c0_g1_i1,1194,0.422948,370,0,0.772379,1.0,0.970273,0.651411,0.869223,1194,391.0,384.128,49.12,0.970273,1.0,0.772379,0.869223
TRINITY_DN2364_c0_g1_i1,1541,0.451006,492,0,0.837209,1.0,0.969855,0.782349,0.963518,1541,129.0,98.1952,12.56,0.969855,1.0,0.837209,0.963518
TRINITY_DN2389_c0_g1_i1,550,0.370909,182,0,0.62963,1.0,0.93961,0.55377,0.936045,550,27.0,57.5843,7.36,0.93961,1.0,0.62963,0.936045
TRINITY_DN2308_c0_g1_i1,2130,0.385915,709,0,0.848684,1.0,0.966345,0.798681,0.973857,2130,152.0,83.708,10.7,0.966345,1.0,0.848684,0.973857
TRINITY_DN2339_c0_g1_i1,1553,0.386349,490,0,0.844156,1.0,0.972113,0.787696,0.959885,1553,385.0,290.799,37.19,0.972113,1.0,0.844156,0.959885
TRINITY_DN2396_c0_g1_i1,1902,0.402734,616,0,0.844221,1.0,0.970105,0.787895,0.96204,1902,398.0,245.457,31.39,0.970105,1.0,0.844221,0.96204
TRINITY_DN2376_c0_g1_i1,1086,0.36372,361,0,0.819149,1.0,0.968571,0.328683,0.414269,1086,94.0,101.532,12.98,0.968571,1.0,0.819149,0.414269
TRINITY_DN2317_c0_g1_i1,1214,0.383031,375,0,0.776952,1.0,0.972863,0.680588,0.900406,1214,538.0,519.836,66.47,0.972863,1.0,0.776952,0.900406
TRINITY_DN2400_c0_g1_i1,840,0.37619,279,0,0.842105,1.0,0.97102,0.755727,0.92421,840,38.0,53.0649,6.79,0.97102,1.0,0.842105,0.92421
TRINITY_DN2471_c0_g1_i1,859,0.40163,285,0,0.8125,1.0,0.9867,0.46186,0.576105,859,64.0,87.3956,11.18,0.9867,1.0,0.8125,0.576105
TRINITY_DN2467_c0_g1_i1,929,0.365985,309,0,0.78125,1.0,0.97995,0.747922,0.976928,929,32.0,40.4052,5.17,0.97995,1.0,0.78125,0.976928
TRINITY_DN2461_c0_g1_i1,734,0.430518,244,0,0.772727,1.0,0.962271,0.50082,0.673532,734,44.0,70.3169,8.99,0.962271,1.0,0.772727,0.673532
TRINITY_DN2484_c0_g1_i1,1729,0.379988,575,0,0.794624,1.0,0.969456,0.683457,0.8872,1729,930.0,630.944,80.68,0.969456,1.0,0.794624,0.8872
TRINITY_DN2424_c0_g1_i1,1370,0.464964,431,0,0.783505,1.0,0.965813,0.723833,0.956541,1370,97.0,83.0528,10.62,0.965813,1.0,0.783505,0.956541
TRINITY_DN2417_c0_g1_i1,1978,0.396866,643,0,0.784861,1.0,0.977806,0.73218,0.954053,1978,251.0,148.851,19.03,0.977806,1.0,0.784861,0.954053
TRINITY_DN2427_c0_g1_i1,1061,0.393025,321,0,0.853846,1.0,0.960403,0.647438,0.789524,1061,130.0,143.725,18.38,0.960403,1.0,0.853846,0.789524
TRINITY_DN2459_c0_g1_i1,661,0.437216,210,0,0.531915,1.0,0.971037,0.496179,0.96064,661,48.0,85.181,10.89,0.971037,1.0,0.531915,0.96064
TRINITY_DN2498_c0_g1_i1,1037,0.43298,345,0,0.733333,1.0,0.969719,0.605807,0.851897,1037,135.0,152.707,19.53,0.969719,1.0,0.733333,0.851897
TRINITY_DN2476_c0_g1_i1,509,0.430255,169,0,0.72,1.0,0.987375,0.532343,0.748819,509,25.0,57.6136,7.37,0.987375,1.0,0.72,0.748819
TRINITY_DN2425_c0_g1_i1,1159,0.345988,367,0,0.757143,1.0,0.973055,0.618131,0.839006,1159,70.0,70.8464,9.06,0.973055,1.0,0.757143,0.839006
TRINITY_DN2408_c0_g1_i1,3058,0.381949,1008,0,0.837838,1.0,0.967017,0.773918,0.955214,3058,222.0,85.1566,10.89,0.967017,1.0,0.837838,0.955214
TRINITY_DN2402_c0_g1_i1,610,0.360656,175,0,0.814516,1.0,0.970923,0.432255,0.546582,610,125.0,240.372,30.74,0.970923,1.0,0.814516,0.546582
TRINITY_DN2409_c0_g1_i1,1969,0.386491,629,0,0.810458,1.0,0.970499,0.706858,0.898684,1969,459.0,273.445,34.97,0.970499,1.0,0.810458,0.898684
TRINITY_DN2455_c0_g1_i1,1430,0.362937,444,0,0.942857,1.0,0.966246,0.714873,0.784685,1430,105.0,86.1304,11.01,0.966246,1.0,0.942857,0.784685
TRINITY_DN2438_c0_g1_i1,1723,0.419037,542,0,0.75974,1.0,0.973643,0.654187,0.884376,1723,154.0,104.843,13.41,0.973643,1.0,0.75974,0.884376
TRINITY_DN2423_c0_g1_i1,816,0.387255,271,0,0.697674,1.0,0.948728,0.61561,0.93006,816,43.0,61.8132,7.9,0.948728,1.0,0.697674,0.93006
TRINITY_DN2404_c0_g1_i1,870,0.491954,267,0,0.869565,1.0,0.9701,0.582403,0.690407,870,46.0,62.0214,7.93,0.9701,1.0,0.869565,0.690407
TRINITY_DN2483_c0_g1_i1,504,0.404762,167,0,0.714286,1.0,0.978571,0.666496,0.953527,504,14.0,32.5837,4.17,0.978571,1.0,0.714286,0.953527
TRINITY_DN2456_c0_g1_i1,2362,0.397968,786,0,0.8625,1.0,0.96443,0.813122,0.977521,2362,160.0,79.459,10.16,0.96443,1.0,0.8625,0.977521
TRINITY_DN2413_c0_g1_i1,792,0.419192,263,0,0.804348,1.0,0.976248,0.772985,0.98439,792,46.0,68.1296,8.71,0.976248,1.0,0.804348,0.98439
TRINITY_DN2445_c0_g1_i1,1359,0.398087,427,0,0.764706,1.0,0.975803,0.661896,0.887019,1359,119.0,102.714,13.13,0.975803,1.0,0.764706,0.887019
TRINITY_DN2431_c0_g1_i1,1149,0.357702,382,0,0.738095,1.0,0.972798,0.625945,0.871769,1149,84.0,85.7556,10.97,0.972798,1.0,0.738095,0.871769
TRINITY_DN2474_c0_g1_i1,944,0.363347,250,0,0.808989,1.0,0.961727,0.469366,0.603278,944,178.0,221.183,28.28,0.961727,1.0,0.808989,0.603278
TRINITY_DN2410_c0_g1_i1,1180,0.409322,392,0,0.699482,1.0,0.973001,0.652291,0.958411,1180,193.0,191.857,24.53,0.973001,1.0,0.699482,0.958411
TRINITY_DN2418_c0_g1_i1,829,0.393245,250,0,0.75,1.0,0.979184,0.465749,0.6342,829,40.0,56.599,7.24,0.979184,1.0,0.75,0.6342
TRINITY_DN2481_c0_g1_i1,1746,0.386025,576,0,0.828829,1.0,0.973821,0.78308,0.970202,1746,111.0,74.573,9.54,0.973821,1.0,0.828829,0.970202
TRINITY_DN2403_c0_g1_i1,984,0.39126,299,0,0.774295,0.986789,0.974962,0.655413,0.879826,984,319.0,380.276,48.63,0.974962,0.986789,0.774295,0.879826
TRINITY_DN2433_c0_g1_i1,1807,0.39845,571,0,0.797599,1.0,0.971865,0.673787,0.869225,1807,583.0,378.454,48.4,0.971865,1.0,0.797599,0.869225
TRINITY_DN2435_c0_g1_i1,686,0.370262,228,0,0.761194,1.0,0.958242,0.507669,0.696001,686,67.0,114.565,14.65,0.958242,1.0,0.761194,0.696001
TRINITY_DN2488_c0_g1_i1,989,0.421638,303,0,0.87,1.0,0.974332,0.712835,0.840936,989,100.0,118.606,15.17,0.974332,1.0,0.87,0.840936
TRINITY_DN2421_c0_g1_i1,3178,0.380113,1033,0,0.826625,1.0,0.966788,0.786447,0.984078,3178,324.0,119.59,15.29,0.966788,1.0,0.826625,0.984078
TRINITY_DN2428_c0_g1_i1,1760,0.378977,556,0,0.804037,1.0,0.970069,0.704251,0.902919,1760,1189.0,792.451,101.34,0.970069,1.0,0.804037,0.902919
TRINITY_DN2441_c0_g1_i1,745,0.394631,235,0,0.798507,1.0,0.970836,0.622017,0.802375,745,134.0,210.985,26.98,0.970836,1.0,0.798507,0.802375
TRINITY_DN2422_c0_g1_i1,608,0.386513,175,0,0.839572,1.0,0.975,0.195259,0.238533,608,187.0,360.779,46.13,0.975,1.0,0.839572,0.238533
TRINITY_DN2480_c0_g1_i1,804,0.380597,238,0,0.75,1.0,0.966893,0.686591,0.9468,804,36.0,52.523,6.72,0.966893,1.0,0.75,0.9468
TRINITY_DN2432_c0_g1_i1,599,0.42404,199,0,1.0,0.929883,0.930952,0.645246,0.745366,599,18.0,35.2492,4.51,0.930952,0.929883,1.0,0.745366
TRINITY_DN2490_c0_g1_i1,883,0.517554,269,0,0.843373,1.0,0.97535,0.696277,0.84645,883,83.0,110.261,14.1,0.97535,1.0,0.843373,0.84645
TRINITY_DN2449_c0_g1_i1,1183,0.469992,393,0,0.809045,1.0,0.970397,0.66244,0.84377,1183,399.0,395.632,50.59,0.970397,1.0,0.809045,0.84377
TRINITY_DN2475_c0_g1_i1,2656,0.349021,869,0,0.855932,1.0,0.967689,0.797015,0.962257,2656,354.0,156.343,19.99,0.967689,1.0,0.855932,0.962257
TRINITY_DN2443_c0_g1_i1,536,0.416045,178,0,0.851852,1.0,0.970857,0.767413,0.927918,536,27.0,59.0884,7.56,0.970857,1.0,0.851852,0.927918
TRINITY_DN2487_c0_g1_i1,803,0.408468,243,0,0.844221,1.0,0.967458,0.486706,0.595907,803,199.0,290.697,37.17,0.967458,1.0,0.844221,0.595907
TRINITY_DN2416_c0_g1_i1,848,0.365566,282,0,0.901961,1.0,0.965538,0.82623,0.948733,848,51.0,70.5468,9.02,0.965538,1.0,0.901961,0.948733
TRINITY_DN2426_c0_g1_i1,2745,0.333333,884,0,0.819757,1.0,0.965752,0.761338,0.961671,2745,1155.0,493.563,63.11,0.965752,1.0,0.819757,0.961671
TRINITY_DN2430_c0_g1_i1,1305,0.363218,434,0,0.833333,1.0,0.977737,0.7802,0.957558,1305,84.0,75.5043,9.66,0.977737,1.0,0.833333,0.957558
TRINITY_DN2429_c0_g1_i1,1140,0.392105,365,0,0.775701,1.0,0.978045,0.608366,0.801885,1140,107.0,110.099,14.08,0.978045,1.0,0.775701,0.801885
TRINITY_DN2466_c0_g1_i1,700,0.384286,206,0,0.842593,1.0,0.964824,0.46669,0.574067,700,108.0,180.979,23.14,0.964824,1.0,0.842593,0.574067
TRINITY_DN2460_c0_g1_i1,736,0.373641,239,0,0.782609,1.0,0.965157,0.720277,0.953579,736,46.0,73.3133,9.38,0.965157,1.0,0.782609,0.953579
TRINITY_DN2453_c0_g1_i1,1117,0.409132,343,0,0.828452,1.0,0.968909,0.530458,0.660847,1117,479.0,503.02,64.32,0.968909,1.0,0.828452,0.660847
TRINITY_DN2448_c0_g1_i1,1143,0.381452,380,0,0.820225,1.0,0.961905,0.682557,0.865115,1143,90.0,92.3633,11.81,0.961905,1.0,0.820225,0.865115
TRINITY_DN2458_c0_g1_i1,997,0.349047,312,0,0.788079,1.0,0.959937,0.590438,0.78048,997,152.0,178.835,22.87,0.959937,1.0,0.788079,0.78048
TRINITY_DN2499_c0_g1_i1,1041,0.439962,346,0,0.809524,1.0,0.972659,0.626707,0.795929,1041,462.0,520.588,66.57,0.972659,1.0,0.809524,0.795929
TRINITY_DN2457_c0_g1_i1,2281,0.396317,759,0,0.812048,1.0,0.973404,0.73879,0.934644,2281,415.0,213.415,27.29,0.973404,1.0,0.812048,0.934644
TRINITY_DN2405_c0_g1_i1,928,0.409483,308,0,0.764706,1.0,0.991905,0.685932,0.904308,928,34.0,42.9768,5.5,0.991905,1.0,0.764706,0.904308
TRINITY_DN2472_c0_g1_i1,849,0.404005,282,0,0.820513,1.0,0.990744,0.771289,0.948791,849,39.0,53.884,6.89,0.990744,1.0,0.820513,0.948791
TRINITY_DN2465_c0_g1_i1,1359,0.395879,452,0,0.87,1.0,0.965011,0.795947,0.948053,1359,100.0,86.3145,11.04,0.965011,1.0,0.87,0.948053
TRINITY_DN2446_c0_g1_i1,900,0.39,299,0,0.815642,1.0,0.975736,0.525631,0.660464,900,179.0,233.299,29.83,0.975736,1.0,0.815642,0.660464
TRINITY_DN2442_c0_g1_i1,594,0.469697,197,0,0.73913,1.0,0.987857,0.602942,0.825772,594,23.0,45.4197,5.81,0.987857,1.0,0.73913,0.825772
TRINITY_DN2479_c0_g1_i1,1089,0.369146,362,0,0.810127,1.0,0.965235,0.633265,0.809841,1089,79.0,85.0946,10.88,0.965235,1.0,0.810127,0.809841
TRINITY_DN2440_c0_g1_i1,2734,0.389905,880,0,0.809524,1.0,0.976133,0.74919,0.948098,2734,504.0,216.239,27.65,0.976133,1.0,0.809524,0.948098
TRINITY_DN2468_c0_g1_i1,2092,0.398184,696,0,0.789063,1.0,0.963106,0.750328,0.987338,2092,129.0,72.3321,9.25,0.963106,1.0,0.789063,0.987338
TRINITY_DN2420_c0_g1_i1,627,0.397129,177,0,0.789474,1.0,0.980672,0.643677,0.831394,627,19.0,35.5459,4.55,0.980672,1.0,0.789474,0.831394
TRINITY_DN2415_c0_g1_i1,988,0.375506,310,0,0.787234,1.0,0.959184,0.58387,0.773233,988,47.0,55.8012,7.14,0.959184,1.0,0.787234,0.773233
TRINITY_DN2447_c0_g1_i1,2025,0.401481,674,0,0.802817,1.0,0.970982,0.74455,0.955138,2025,142.0,82.2558,10.52,0.970982,1.0,0.802817,0.955138
TRINITY_DN2452_c0_g1_i1,2100,0.35619,674,0,0.857143,1.0,0.974542,0.75462,0.903388,2100,84.0,46.9205,6.0,0.974542,1.0,0.857143,0.903388
TRINITY_DN2485_c0_g1_i1,777,0.397683,236,0,0.809524,1.0,0.967218,0.689181,0.880196,777,210.0,317.031,40.54,0.967218,1.0,0.809524,0.880196
TRINITY_DN2486_c0_g1_i1,765,0.381699,225,0,0.74359,1.0,0.964706,0.617718,0.861117,765,39.0,59.8007,7.65,0.964706,1.0,0.74359,0.861117
TRINITY_DN2437_c0_g1_i1,1625,0.347077,523,0,0.899371,1.0,0.96263,0.815945,0.942459,1625,160.0,115.497,14.77,0.96263,1.0,0.899371,0.942459
TRINITY_DN2469_c0_g1_i1,989,0.426694,313,0,0.775862,1.0,0.981415,0.731133,0.960195,989,58.0,68.7915,8.8,0.981415,1.0,0.775862,0.960195
TRINITY_DN2419_c0_g1_i1,1662,0.398315,524,0,0.786942,1.0,0.967747,0.700396,0.919685,1662,291.0,205.383,26.26,0.967747,1.0,0.786942,0.919685
TRINITY_DN2434_c0_g1_i1,753,0.374502,225,0,0.796296,1.0,0.966716,0.665728,0.864815,753,54.0,84.1205,10.76,0.966716,1.0,0.796296,0.864815
TRINITY_DN2462_c0_g1_i1,712,0.435393,236,0,0.888889,1.0,0.980392,0.750037,0.860668,712,27.0,44.4823,5.69,0.980392,1.0,0.888889,0.860668
TRINITY_DN2414_c0_g1_i1,2477,0.373032,825,0,0.815789,1.0,0.982747,0.761517,0.949861,2477,114.0,53.9861,6.9,0.982747,1.0,0.815789,0.949861
TRINITY_DN2495_c0_g1_i1,1020,0.346078,310,0,0.83432,1.0,0.965253,0.581418,0.721963,1020,169.0,194.352,24.85,0.965253,1.0,0.83432,0.721963
TRINITY_DN2439_c0_g1_i1,1222,0.36743,406,0,0.849057,1.0,0.972012,0.507216,0.614589,1222,53.0,50.8754,6.51,0.972012,1.0,0.849057,0.614589
TRINITY_DN2411_c0_g1_i1,1283,0.414653,412,0,0.868132,1.0,0.982418,0.742645,0.870762,1283,91.0,83.1989,10.64,0.982418,1.0,0.868132,0.870762
TRINITY_DN2450_c0_g1_i1,708,0.387006,230,0,0.678571,1.0,0.974468,0.617529,0.933886,708,28.0,46.3904,5.93,0.974468,1.0,0.678571,0.933886
TRINITY_DN2482_c0_g1_i1,931,0.510204,285,0,0.836879,1.0,0.970879,0.601832,0.740709,931,142.0,178.913,22.88,0.970879,1.0,0.836879,0.740709
TRINITY_DN2492_c0_g1_i1,1886,0.347296,628,0,0.818898,1.0,0.974768,0.765851,0.95943,1886,254.0,157.977,20.2,0.974768,1.0,0.818898,0.95943
TRINITY_DN2454_c0_g1_i1,2425,0.416907,780,0,0.830631,1.0,0.969627,0.719731,0.89363,2425,555.0,268.463,34.33,0.969627,1.0,0.830631,0.89363
TRINITY_DN2407_c0_g1_i1,995,0.421106,311,0,0.841463,1.0,0.960833,0.631779,0.781415,995,82.0,96.6705,12.36,0.960833,1.0,0.841463,0.781415
TRINITY_DN2463_c0_g1_i1,2660,0.396241,886,0,0.824513,1.0,0.961249,0.786904,0.992861,2660,360.0,158.754,20.3,0.961249,1.0,0.824513,0.992861
TRINITY_DN2436_c0_g1_i1,1839,0.393692,593,0,0.850775,1.0,0.968886,0.787324,0.955138,1839,516.0,329.133,42.09,0.968886,1.0,0.850775,0.955138
TRINITY_DN2497_c0_g1_i1,911,0.387486,303,0,0.839506,1.0,0.972487,0.566419,0.693793,911,162.0,208.593,26.67,0.972487,1.0,0.839506,0.693793
TRINITY_DN2493_c0_g1_i1,1787,0.401791,587,0,0.846939,1.0,0.973954,0.816016,0.989255,1787,98.0,64.3287,8.23,0.973954,1.0,0.846939,0.989255
TRINITY_DN2494_c0_g1_i1,1309,0.381207,435,0,0.847458,1.0,0.97772,0.816858,0.985857,1309,59.0,52.8707,6.76,0.97772,1.0,0.847458,0.985857
TRINITY_DN2464_c0_g1_i1,938,0.432836,312,0,0.865385,0.986141,0.969072,0.759551,0.918444,938,52.0,65.0285,8.32,0.969072,0.986141,0.865385,0.918444
TRINITY_DN2489_c0_g1_i1,1113,0.389937,370,0,0.79661,1.0,0.97035,0.735501,0.951501,1113,118.0,124.363,15.9,0.97035,1.0,0.79661,0.951501
TRINITY_DN2478_c0_g1_i1,752,0.541223,237,0,0.803922,1.0,0.959006,0.594645,0.771299,752,51.0,79.5528,10.17,0.959006,1.0,0.803922,0.771299
TRINITY_DN2412_c0_g1_i1,1137,0.397537,354,0,0.830986,1.0,0.976923,0.663849,0.81774,1137,71.0,73.2489,9.37,0.976923,1.0,0.830986,0.81774
TRINITY_DN2406_c0_g1_i1,836,0.389952,262,0,0.85,1.0,0.973745,0.743606,0.898419,836,40.0,56.125,7.18,0.973745,1.0,0.85,0.898419
TRINITY_DN2491_c0_g1_i1,1962,0.40316,642,0,0.845745,1.0,0.973322,0.792639,0.962897,1962,188.0,112.399,14.37,0.973322,1.0,0.845745,0.962897
TRINITY_DN2477_c0_g1_i1,2323,0.382695,773,0,0.852273,1.0,0.973001,0.79388,0.957333,2323,177.0,89.3773,11.43,0.973001,1.0,0.852273,0.957333
TRINITY_DN2451_c0_g1_i1,1055,0.371564,351,0,0.872727,1.0,0.977809,0.72624,0.851035,1055,55.0,61.1524,7.82,0.977809,1.0,0.872727,0.851035
TRINITY_DN2496_c0_g1_i1,999,0.372372,318,0,0.886878,1.0,0.963029,0.677496,0.793238,999,221.0,259.495,33.18,0.963029,1.0,0.886878,0.793238
TRINITY_DN2473_c0_g1_i1,647,0.341577,215,0,0.777778,1.0,0.986905,0.574803,0.748839,647,27.0,48.9511,6.26,0.986905,1.0,0.777778,0.748839
TRINITY_DN2401_c0_g1_i1,1285,0.373541,400,0,0.764706,1.0,0.978571,0.671375,0.897178,1285,68.0,62.0739,7.94,0.978571,1.0,0.764706,0.897178
TRINITY_DN2444_c0_g1_i1,1330,0.418045,427,0,0.799043,1.0,0.968085,0.658743,0.851594,1330,209.0,184.331,23.57,0.968085,1.0,0.799043,0.851594
TRINITY_DN2470_c0_g1_i1,654,0.35474,217,0,0.777778,1.0,0.966964,0.632263,0.840682,654,36.0,64.5695,8.26,0.966964,1.0,0.777778,0.840682
TRINITY_DN2581_c0_g1_i1,956,0.426778,312,0,0.791667,1.0,0.971761,0.709201,0.921866,956,48.0,58.8961,7.53,0.971761,1.0,0.791667,0.921866
