index	name	xprs_tpm_kallisto	xprs_count_kallisto	xprs_tpm_rsem_x	xprs_count_rsem_x	xprs_tpm_rsem_y	xprs_count_rsem_y	length	tr_good	tr_bases_covered	tr_seq_true	tr_score	tr_not_segmented	component_contribute_xprs_tpm_kallisto	component_contribute_xprs_count_kallisto	component_contribute_xprs_tpm_rsem_x	component_contribute_xprs_count_rsem_x	component_contribute_xprs_tpm_rsem_y	component_contribute_xprs_count_rsem_y	component_relative_xprs_tpm_kallisto	component_relative_xprs_count_kallisto	component_relative_xprs_tpm_rsem_x	component_relative_xprs_count_rsem_x	component_relative_xprs_tpm_rsem_y	component_relative_xprs_count_rsem_y	component	index_component	component_tot_xprs_tpm_kallisto	component_tot_xprs_count_kallisto	component_tot_xprs_tpm_rsem_x	component_tot_xprs_count_rsem_x	component_tot_xprs_tpm_rsem_y	component_tot_xprs_count_rsem_y	component_avg_xprs_tpm_kallisto	component_avg_xprs_count_kallisto	component_avg_xprs_tpm_rsem_x	component_avg_xprs_count_rsem_x	component_avg_xprs_tpm_rsem_y	component_avg_xprs_count_rsem_y	component_max_xprs_tpm_kallisto	component_max_xprs_count_kallisto	component_max_xprs_tpm_rsem_x	component_max_xprs_count_rsem_x	component_max_xprs_tpm_rsem_y	component_max_xprs_count_rsem_y	component_size	component_component
2524	TRINITY_DN2125_c0_g1_i1	318.851	725.0	315.15	563.0	315.15	563.0	2474	0.792	1.0	0.969	0.732	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2405	2405	318.851	725.0	315.15	563.0	315.15	563.0	318.851	725.0	315.15	563.0	315.15	563.0	318.851	725.0	315.15	563.0	315.15	563.0	1	2405
2525	TRINITY_DN2199_c0_g1_i1	235.513	525.0	235.23	412.0	235.23	412.0	2429	0.868	1.0	0.968	0.808	0.962	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2406	2406	235.513	525.0	235.23	412.0	235.23	412.0	235.513	525.0	235.23	412.0	235.23	412.0	235.513	525.0	235.23	412.0	235.23	412.0	1	2406
2526	TRINITY_DN2130_c0_g1_i1	145.564	263.0	145.77	207.0	145.77	207.0	2003	0.844	1.0	0.97	0.78	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2407	2407	145.564	263.0	145.77	207.0	145.77	207.0	145.564	263.0	145.77	207.0	145.77	207.0	145.564	263.0	145.77	207.0	145.77	207.0	1	2407
2527	TRINITY_DN2190_c0_g1_i1	232.107	383.0	228.19	296.0	228.19	296.0	1845	0.792	1.0	0.971	0.688	0.895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2408	2408	232.107	383.0	228.19	296.0	228.19	296.0	232.107	383.0	228.19	296.0	228.19	296.0	232.107	383.0	228.19	296.0	228.19	296.0	1	2408
2528	TRINITY_DN2155_c0_g1_i1	100.032	136.0	105.69	113.0	105.69	113.0	1552	0.787	1.0	0.979	0.732	0.951	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2409	2409	100.032	136.0	105.69	113.0	105.69	113.0	100.032	136.0	105.69	113.0	105.69	113.0	100.032	136.0	105.69	113.0	105.69	113.0	1	2409
2529	TRINITY_DN2111_c0_g1_i1	135.31	179.0	136.48	142.0	136.48	142.0	1515	0.716	1.0	0.97	0.668	0.962	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2410	2410	135.31	179.0	136.48	142.0	136.48	142.0	135.31	179.0	136.48	142.0	136.48	142.0	135.31	179.0	136.48	142.0	136.48	142.0	1	2410
2530	TRINITY_DN2166_c0_g1_i1	172.688	268.0	177.85	217.0	177.85	217.0	1746	0.825	1.0	0.971	0.699	0.872	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2411	2411	172.688	268.0	177.85	217.0	177.85	217.0	172.688	268.0	177.85	217.0	177.85	217.0	172.688	268.0	177.85	217.0	177.85	217.0	1	2411
2531	TRINITY_DN2126_c0_g1_i1	874.958	1665.0	866.59	1296.0	866.59	1296.0	2100	0.805	1.0	0.967	0.701	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2412	2412	874.958	1665.0	866.59	1296.0	866.59	1296.0	874.958	1665.0	866.59	1296.0	866.59	1296.0	874.958	1665.0	866.59	1296.0	866.59	1296.0	1	2412
2532	TRINITY_DN2147_c0_g1_i1	133.689	129.0	135.6	103.0	135.6	103.0	1154	0.837	1.0	0.985	0.657	0.797	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2413	2413	133.689	129.0	135.6	103.0	135.6	103.0	133.689	129.0	135.6	103.0	135.6	103.0	133.689	129.0	135.6	103.0	135.6	103.0	1	2413
2533	TRINITY_DN2132_c0_g1_i1	113.148	79.0	98.13	54.0	98.13	54.0	885	0.846	1.0	0.95	0.622	0.774	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2414	2414	113.148	79.0	98.13	54.0	98.13	54.0	113.148	79.0	98.13	54.0	98.13	54.0	113.148	79.0	98.13	54.0	98.13	54.0	1	2414
2534	TRINITY_DN2174_c0_g1_i1	354.351	181.0	357.07	144.0	357.07	144.0	696	0.753	1.0	0.973	0.61	0.834	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2415	2415	354.351	181.0	357.07	144.0	357.07	144.0	354.351	181.0	357.07	144.0	357.07	144.0	354.351	181.0	357.07	144.0	357.07	144.0	1	2415
2535	TRINITY_DN2184_c0_g1_i1	61.434	70.0	64.7	58.0	64.7	58.0	1330	0.899	1.0	0.976	0.858	0.979	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2416	2416	61.434	70.0	64.7	58.0	64.7	58.0	61.434	70.0	64.7	58.0	64.7	58.0	61.434	70.0	64.7	58.0	64.7	58.0	1	2416
2536	TRINITY_DN2142_c0_g1_i1	218.808	455.0	220.32	360.0	220.32	360.0	2278	0.823	1.0	0.967	0.766	0.963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2417	2417	218.808	455.0	220.32	360.0	220.32	360.0	218.808	455.0	220.32	360.0	220.32	360.0	218.808	455.0	220.32	360.0	220.32	360.0	1	2417
2537	TRINITY_DN2120_c0_g1_i1	108.59	272.0	116.89	230.0	116.89	230.0	2707	0.792	1.0	0.976	0.764	0.988	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2418	2418	108.59	272.0	116.89	230.0	116.89	230.0	108.59	272.0	116.89	230.0	116.89	230.0	108.59	272.0	116.89	230.0	116.89	230.0	1	2418
2538	TRINITY_DN2129_c0_g1_i1	64.493	41.0	71.81	36.0	71.81	36.0	822	0.816	1.0	0.985	0.65	0.809	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2419	2419	64.493	41.0	71.81	36.0	71.81	36.0	64.493	41.0	71.81	36.0	71.81	36.0	64.493	41.0	71.81	36.0	71.81	36.0	1	2419
2539	TRINITY_DN2163_c0_g1_i1	43.812	60.0	39.93	43.0	39.93	43.0	1562	0.862	0.966	0.969	0.713	0.883	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2420	2420	43.812	60.0	39.93	43.0	39.93	43.0	43.812	60.0	39.93	43.0	39.93	43.0	43.812	60.0	39.93	43.0	39.93	43.0	1	2420
2540	TRINITY_DN2139_c0_g1_i1	286.556	239.0	275.54	181.0	275.54	181.0	1022	0.837	1.0	0.974	0.532	0.652	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2421	2421	286.556	239.0	275.54	181.0	275.54	181.0	286.556	239.0	275.54	181.0	275.54	181.0	286.556	239.0	275.54	181.0	275.54	181.0	1	2421
2541	TRINITY_DN2159_c0_g1_i1	66.775	79.0	60.17	56.0	60.17	56.0	1374	0.823	1.0	0.965	0.741	0.933	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2422	2422	66.775	79.0	60.17	56.0	60.17	56.0	66.775	79.0	60.17	56.0	60.17	56.0	66.775	79.0	60.17	56.0	60.17	56.0	1	2422
2542	TRINITY_DN2173_c0_g1_i1	60.914	47.0	64.16	39.0	64.16	39.0	959	0.851	1.0	0.979	0.486	0.584	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2423	2423	60.914	47.0	64.16	39.0	64.16	39.0	60.914	47.0	64.16	39.0	64.16	39.0	60.914	47.0	64.16	39.0	64.16	39.0	1	2423
2543	TRINITY_DN2110_c0_g1_i1	66.702	43.0	60.99	31.0	60.99	31.0	831	0.86	1.0	0.969	0.714	0.857	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2424	2424	66.702	43.0	60.99	31.0	60.99	31.0	66.702	43.0	60.99	31.0	60.99	31.0	66.702	43.0	60.99	31.0	60.99	31.0	1	2424
2544	TRINITY_DN2115_c0_g1_i1	145.222	214.0	149.31	173.0	149.31	173.0	1667	0.812	1.0	0.967	0.755	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2425	2425	145.222	214.0	149.31	173.0	149.31	173.0	145.222	214.0	149.31	173.0	149.31	173.0	145.222	214.0	149.31	173.0	149.31	173.0	1	2425
2545	TRINITY_DN2182_c0_g1_i1	361.513	646.0	378.78	532.0	378.78	532.0	1983	0.8	1.0	0.976	0.737	0.944	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2426	2426	361.513	646.0	378.78	532.0	378.78	532.0	361.513	646.0	378.78	532.0	378.78	532.0	361.513	646.0	378.78	532.0	378.78	532.0	1	2426
2546	TRINITY_DN2185_c0_g1_i1	152.808	357.0	155.82	286.0	155.82	286.0	2537	0.835	1.0	0.973	0.778	0.958	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2427	2427	152.808	357.0	155.82	286.0	155.82	286.0	152.808	357.0	155.82	286.0	155.82	286.0	152.808	357.0	155.82	286.0	155.82	286.0	1	2427
2547	TRINITY_DN2157_c0_g1_i1	58.458	72.0	56.77	55.0	56.77	55.0	1423	0.817	1.0	0.957	0.768	0.982	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2428	2428	58.458	72.0	56.77	55.0	56.77	55.0	58.458	72.0	56.77	55.0	56.77	55.0	58.458	72.0	56.77	55.0	56.77	55.0	1	2428
2548	TRINITY_DN2154_c0_g1_i1	342.709	312.0	361.33	259.0	361.33	259.0	1099	0.805	1.0	0.97	0.689	0.882	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2429	2429	342.709	312.0	361.33	259.0	361.33	259.0	342.709	312.0	361.33	259.0	361.33	259.0	342.709	312.0	361.33	259.0	361.33	259.0	1	2429
2549	TRINITY_DN2131_c0_g1_i1	60.259	26.0	64.51	22.0	64.51	22.0	616	0.885	1.0	0.967	0.815	0.952	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2430	2430	60.259	26.0	64.51	22.0	64.51	22.0	60.259	26.0	64.51	22.0	64.51	22.0	60.259	26.0	64.51	22.0	64.51	22.0	1	2430
2550	TRINITY_DN2135_c0_g1_i1	345.707	832.0	339.55	642.0	339.55	642.0	2608	0.819	1.0	0.969	0.758	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2431	2431	345.707	832.0	339.55	642.0	339.55	642.0	345.707	832.0	339.55	642.0	339.55	642.0	345.707	832.0	339.55	642.0	339.55	642.0	1	2431
2551	TRINITY_DN2116_c0_g1_i1	106.776	43.0	113.03	36.0	113.03	36.0	587	0.837	1.0	0.978	0.405	0.494	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2432	2432	106.776	43.0	113.03	36.0	113.03	36.0	106.776	43.0	113.03	36.0	113.03	36.0	106.776	43.0	113.03	36.0	113.03	36.0	1	2432
2552	TRINITY_DN2144_c0_g1_i1	174.725	302.0	172.97	235.0	172.97	235.0	1924	0.834	1.0	0.969	0.716	0.886	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2433	2433	174.725	302.0	172.97	235.0	172.97	235.0	174.725	302.0	172.97	235.0	172.97	235.0	174.725	302.0	172.97	235.0	172.97	235.0	1	2433
2553	TRINITY_DN2133_c0_g1_i1	65.281	85.0	64.45	66.0	64.45	66.0	1494	0.824	1.0	0.975	0.698	0.87	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2434	2434	65.281	85.0	64.45	66.0	64.45	66.0	65.281	85.0	64.45	66.0	64.45	66.0	65.281	85.0	64.45	66.0	64.45	66.0	1	2434
2554	TRINITY_DN2121_c0_g1_i1	394.52	944.0	403.23	758.0	403.23	758.0	2594	0.836	1.0	0.972	0.733	0.902	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2435	2435	394.52	944.0	403.23	758.0	403.23	758.0	394.52	944.0	403.23	758.0	403.23	758.0	394.52	944.0	403.23	758.0	403.23	758.0	1	2435
2555	TRINITY_DN2170_c0_g1_i1	86.68	142.0	78.43	101.0	78.43	101.0	1833	0.845	1.0	0.964	0.781	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2436	2436	86.68	142.0	78.43	101.0	78.43	101.0	86.68	142.0	78.43	101.0	78.43	101.0	86.68	142.0	78.43	101.0	78.43	101.0	1	2436
2556	TRINITY_DN2165_c0_g1_i1	411.207	387.0	413.01	306.0	413.01	306.0	1130	0.81	1.0	0.972	0.63	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2437	2437	411.207	387.0	413.01	306.0	413.01	306.0	411.207	387.0	413.01	306.0	413.01	306.0	411.207	387.0	413.01	306.0	413.01	306.0	1	2437
2557	TRINITY_DN2180_c0_g1_i1	71.347	38.0	80.88	34.0	80.88	34.0	718	0.816	1.0	0.977	0.553	0.694	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2438	2438	71.347	38.0	80.88	34.0	80.88	34.0	71.347	38.0	80.88	34.0	80.88	34.0	71.347	38.0	80.88	34.0	80.88	34.0	1	2438
2558	TRINITY_DN2255_c0_g1_i1	58.586	38.0	56.71	29.0	56.71	29.0	835	0.694	1.0	0.98	0.617	0.907	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2439	2439	58.586	38.0	56.71	29.0	56.71	29.0	58.586	38.0	56.71	29.0	56.71	29.0	58.586	38.0	56.71	29.0	56.71	29.0	1	2439
2559	TRINITY_DN2275_c0_g1_i1	88.844	100.0	84.69	75.0	84.69	75.0	1316	0.768	1.0	0.975	0.721	0.963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2440	2440	88.844	100.0	84.69	75.0	84.69	75.0	88.844	100.0	84.69	75.0	84.69	75.0	88.844	100.0	84.69	75.0	84.69	75.0	1	2440
2560	TRINITY_DN2205_c0_g1_i1	367.254	283.0	362.38	220.0	362.38	220.0	958	0.817	1.0	0.965	0.65	0.825	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2441	2441	367.254	283.0	362.38	220.0	362.38	220.0	367.254	283.0	362.38	220.0	362.38	220.0	367.254	283.0	362.38	220.0	362.38	220.0	1	2441
2561	TRINITY_DN2279_c0_g1_i1	130.181	118.0	135.91	97.0	135.91	97.0	1095	0.684	1.0	0.968	0.543	0.82	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2442	2442	130.181	118.0	135.91	97.0	135.91	97.0	130.181	118.0	135.91	97.0	135.91	97.0	130.181	118.0	135.91	97.0	135.91	97.0	1	2442
2562	TRINITY_DN2220_c0_g1_i1	265.436	473.0	264.88	371.0	264.88	371.0	1978	0.8	1.0	0.968	0.745	0.962	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2443	2443	265.436	473.0	264.88	371.0	264.88	371.0	265.436	473.0	264.88	371.0	264.88	371.0	265.436	473.0	264.88	371.0	264.88	371.0	1	2443
2563	TRINITY_DN2242_c0_g1_i1	116.592	111.0	124.09	93.0	124.09	93.0	1141	0.778	1.0	0.976	0.178	0.235	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2444	2444	116.592	111.0	124.09	93.0	124.09	93.0	116.592	111.0	124.09	93.0	124.09	93.0	116.592	111.0	124.09	93.0	124.09	93.0	1	2444
2564	TRINITY_DN2230_c0_g1_i1	109.153	105.0	110.93	84.0	110.93	84.0	1151	0.867	1.0	0.977	0.784	0.926	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2445	2445	109.153	105.0	110.93	84.0	110.93	84.0	109.153	105.0	110.93	84.0	110.93	84.0	109.153	105.0	110.93	84.0	110.93	84.0	1	2445
2565	TRINITY_DN2221_c0_g1_i1	124.959	200.0	118.42	149.0	118.42	149.0	1795	0.87	1.0	0.969	0.798	0.947	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2446	2446	124.959	200.0	118.42	149.0	118.42	149.0	124.959	200.0	118.42	149.0	118.42	149.0	124.959	200.0	118.42	149.0	118.42	149.0	1	2446
2566	TRINITY_DN2296_c0_g1_i1	61.834	165.0	64.88	136.0	64.88	136.0	2872	0.855	1.0	0.957	0.773	0.945	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2447	2447	61.834	165.0	64.88	136.0	64.88	136.0	61.834	165.0	64.88	136.0	64.88	136.0	61.834	165.0	64.88	136.0	64.88	136.0	1	2447
2567	TRINITY_DN2293_c0_g1_i1	42.199	68.0	37.89	48.0	37.89	48.0	1806	0.824	1.0	0.963	0.775	0.977	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2448	2448	42.199	68.0	37.89	48.0	37.89	48.0	42.199	68.0	37.89	48.0	37.89	48.0	42.199	68.0	37.89	48.0	37.89	48.0	1	2448
2568	TRINITY_DN2225_c0_g1_i1	127.904	216.0	127.31	169.0	127.31	169.0	1884	0.778	1.0	0.973	0.535	0.707	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2449	2449	127.904	216.0	127.31	169.0	127.31	169.0	127.904	216.0	127.31	169.0	127.31	169.0	127.904	216.0	127.31	169.0	127.31	169.0	1	2449
2569	TRINITY_DN2276_c0_g1_i1	65.42	34.0	60.93	25.0	60.93	25.0	705	0.735	1.0	0.941	0.577	0.833	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2450	2450	65.42	34.0	60.93	25.0	60.93	25.0	65.42	34.0	60.93	25.0	60.93	25.0	65.42	34.0	60.93	25.0	60.93	25.0	1	2450
2570	TRINITY_DN2285_c0_g1_i1	2703.99	8615.0	2704.04	6766.0	2704.04	6766.0	3394	0.827	1.0	0.968	0.772	0.965	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2451	2451	2703.99	8615.0	2704.04	6766.0	2704.04	6766.0	2703.99	8615.0	2704.04	6766.0	2704.04	6766.0	2703.99	8615.0	2704.04	6766.0	2704.04	6766.0	1	2451
2571	TRINITY_DN2227_c0_g1_i1	409.977	483.0	411.07	381.0	411.07	381.0	1369	0.795	1.0	0.973	0.698	0.902	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2452	2452	409.977	483.0	411.07	381.0	411.07	381.0	409.977	483.0	411.07	381.0	411.07	381.0	409.977	483.0	411.07	381.0	411.07	381.0	1	2452
2572	TRINITY_DN2288_c0_g1_i1	75.792	118.0	70.26	86.0	70.26	86.0	1751	0.898	1.0	0.974	0.84	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2453	2453	75.792	118.0	70.26	86.0	70.26	86.0	75.792	118.0	70.26	86.0	70.26	86.0	75.792	118.0	70.26	86.0	70.26	86.0	1	2453
2573	TRINITY_DN2267_c0_g1_i1	53.55	101.0	55.99	83.0	55.99	83.0	2083	0.812	1.0	0.961	0.773	0.99	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2454	2454	53.55	101.0	55.99	83.0	55.99	83.0	53.55	101.0	55.99	83.0	55.99	83.0	53.55	101.0	55.99	83.0	55.99	83.0	1	2454
2574	TRINITY_DN2297_c0_g1_i1	65.852	64.0	64.05	49.0	64.05	49.0	1161	0.703	1.0	0.96	0.58	0.859	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2455	2455	65.852	64.0	64.05	49.0	64.05	49.0	65.852	64.0	64.05	49.0	64.05	49.0	65.852	64.0	64.05	49.0	64.05	49.0	1	2455
2575	TRINITY_DN2217_c0_g1_i1	135.528	347.0	146.17	294.0	146.17	294.0	2763	0.864	1.0	0.97	0.804	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2456	2456	135.528	347.0	146.17	294.0	146.17	294.0	135.528	347.0	146.17	294.0	146.17	294.0	135.528	347.0	146.17	294.0	146.17	294.0	1	2456
2576	TRINITY_DN2201_c0_g1_i1	63.194	21.0	56.98	15.0	56.98	15.0	516	0.905	1.0	0.951	0.774	0.899	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2457	2457	63.194	21.0	56.98	15.0	56.98	15.0	63.194	21.0	56.98	15.0	56.98	15.0	63.194	21.0	56.98	15.0	56.98	15.0	1	2457
2577	TRINITY_DN2295_c0_g1_i1	1042.5	2265.0	1037.42	1771.0	1037.42	1771.0	2372	0.813	1.0	0.97	0.757	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2458	2458	1042.5	2265.0	1037.42	1771.0	1037.42	1771.0	1042.5	2265.0	1037.42	1771.0	1037.42	1771.0	1042.5	2265.0	1037.42	1771.0	1037.42	1771.0	1	2458
2578	TRINITY_DN2257_c0_g1_i1	299.003	172.0	297.46	135.0	297.46	135.0	761	0.842	1.0	0.968	0.731	0.898	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2459	2459	299.003	172.0	297.46	135.0	297.46	135.0	299.003	172.0	297.46	135.0	297.46	135.0	299.003	172.0	297.46	135.0	297.46	135.0	1	2459
2579	TRINITY_DN2228_c0_g1_i1	91.023	77.0	96.06	64.0	96.06	64.0	1034	0.77	1.0	0.973	0.605	0.807	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2460	2460	91.023	77.0	96.06	64.0	96.06	64.0	91.023	77.0	96.06	64.0	96.06	64.0	91.023	77.0	96.06	64.0	96.06	64.0	1	2460
2580	TRINITY_DN2203_c0_g1_i1	94.128	31.0	65.15	17.0	65.15	17.0	513	0.69	1.0	0.962	0.57	0.859	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2461	2461	94.128	31.0	65.15	17.0	65.15	17.0	94.128	31.0	65.15	17.0	65.15	17.0	94.128	31.0	65.15	17.0	65.15	17.0	1	2461
2581	TRINITY_DN2299_c0_g1_i1	100.176	106.0	99.67	83.0	99.67	83.0	1248	0.821	1.0	0.977	0.782	0.974	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2462	2462	100.176	106.0	99.67	83.0	99.67	83.0	100.176	106.0	99.67	83.0	99.67	83.0	100.176	106.0	99.67	83.0	99.67	83.0	1	2462
2582	TRINITY_DN2294_c0_g1_i1	56.088	45.0	56.96	36.0	56.96	36.0	990	0.489	1.0	0.964	0.411	0.873	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2463	2463	56.088	45.0	56.96	36.0	56.96	36.0	56.088	45.0	56.96	36.0	56.96	36.0	56.088	45.0	56.96	36.0	56.96	36.0	1	2463
2583	TRINITY_DN2259_c0_g1_i1	55.421	21.0	70.04	21.0	70.04	21.0	563	0.762	1.0	0.992	0.687	0.909	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2464	2464	55.421	21.0	70.04	21.0	70.04	21.0	55.421	21.0	70.04	21.0	70.04	21.0	55.421	21.0	70.04	21.0	70.04	21.0	1	2464
2584	TRINITY_DN2260_c0_g1_i1	294.505	448.0	283.44	339.0	283.44	339.0	1715	0.78	1.0	0.971	0.672	0.887	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2465	2465	294.505	448.0	283.44	339.0	283.44	339.0	294.505	448.0	283.44	339.0	283.44	339.0	294.505	448.0	283.44	339.0	283.44	339.0	1	2465
2585	TRINITY_DN2219_c0_g1_i1	54.565	21.0	45.98	14.0	45.98	14.0	569	0.857	1.0	0.926	0.508	0.641	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2466	2466	54.565	21.0	45.98	14.0	45.98	14.0	54.565	21.0	45.98	14.0	45.98	14.0	54.565	21.0	45.98	14.0	45.98	14.0	1	2466
2586	TRINITY_DN2277_c0_g1_i1	135.968	101.0	138.39	81.0	138.39	81.0	930	0.812	1.0	0.977	0.554	0.698	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2467	2467	135.968	101.0	138.39	81.0	138.39	81.0	135.968	101.0	138.39	81.0	138.39	81.0	135.968	101.0	138.39	81.0	138.39	81.0	1	2467
2587	TRINITY_DN2243_c0_g1_i1	117.383	269.0	122.19	220.0	122.19	220.0	2492	0.825	1.0	0.972	0.752	0.938	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2468	2468	117.383	269.0	122.19	220.0	122.19	220.0	117.383	269.0	122.19	220.0	122.19	220.0	117.383	269.0	122.19	220.0	122.19	220.0	1	2468
2588	TRINITY_DN2249_c0_g1_i1	60.443	79.0	55.45	57.0	55.45	57.0	1499	0.81	1.0	0.97	0.671	0.854	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2469	2469	60.443	79.0	55.45	57.0	55.45	57.0	60.443	79.0	55.45	57.0	55.45	57.0	60.443	79.0	55.45	57.0	55.45	57.0	1	2469
2589	TRINITY_DN2206_c0_g1_i1	98.602	268.0	97.89	209.0	97.89	209.0	2922	0.817	1.0	0.967	0.784	0.992	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2470	2470	98.602	268.0	97.89	209.0	97.89	209.0	98.602	268.0	97.89	209.0	97.89	209.0	98.602	268.0	97.89	209.0	97.89	209.0	1	2470
